row_label_raw,row_label_full,Tên công ty,Tình trạng,Lĩnh vực kinh doanh,Số cuối năm > Tỷ lệ sở hữu (%),Số cuối năm > Tỷ lệ biểu quyết (%),Số cuối năm > Giá trị ghi sổ VND,Số đầu năm > Tỷ lệ sở hữu (%),Số đầu năm > Tỷ lệ biểu quyết (%),Số đầu năm > Giá trị ghi sổ VND,numeric__Tình trạng,numeric__Lĩnh vực kinh doanh,numeric__Số cuối năm > Tỷ lệ sở hữu (%),numeric__Số cuối năm > Tỷ lệ biểu quyết (%),numeric__Số cuối năm > Giá trị ghi sổ VND,numeric__Số đầu năm > Tỷ lệ sở hữu (%),numeric__Số đầu năm > Tỷ lệ biểu quyết (%),numeric__Số đầu năm > Giá trị ghi sổ VND
Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Đang hoạt động,Bắt động sản và dịch vụ thương mại,"22,51","22,51",73.535.006.494,"22,51","22,51",76.819.791.877,,,22.51,22.51,73535006494.0,22.51,22.51,76819791877.0
Công ty Cổ phần Đầu tư SVG (i),Công ty Cổ phần Đầu tư SVG (i),Công ty Cổ phần Đầu tư SVG (i),Đang hoạt động,Sản xuất và xây dựng,"50,00","49,89",188.283.491,"50,00","49,89",188.283.491,,,50.0,49.89,188283491.0,50.0,49.89,188283491.0
Công ty Cổ phần Đầu tư Xây dựng Long An – IDICO (ii),Công ty Cổ phần Đầu tư Xây dựng Long An – IDICO (ii),Công ty Cổ phần Đầu tư Xây dựng Long An – IDICO (ii),Đang hoạt động,Bắt động sản và dịch vụ thương mại,-,-,-,"23,98",24,39.473.613.063,,,,,,23.98,24.0,39473613063.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,,,73.723.289.985,,,116.481.688.431,,,,,73723289985.0,,,116481688431.0
