row_label_raw,row_label_full,col_0,Số cuối năm,VND Sô đầu năm,numeric__Số cuối năm,numeric__VND Sô đầu năm
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,185.653.111.554,179.308.131.109,185653111554.0,179308131109.0
- Công ty Cổ phần Đầu tư và Vận tải Việt Nam,- Công ty Cổ phần Đầu tư và Vận tải Việt Nam,- Công ty Cổ phần Đầu tư và Vận tải Việt Nam,36.656.918.496,27.459.671.188,36656918496.0,27459671188.0
- Công ty Cổ phần Xây dựng Nền Móng Long Giang,- Công ty Cổ phần Xây dựng Nền Móng Long Giang,- Công ty Cổ phần Xây dựng Nền Móng Long Giang,33.432.880.098,142.825.630,33432880098.0,142825630.0
- Công ty TNHH Xây dựng Thương mại Thuận Việt,- Công ty TNHH Xây dựng Thương mại Thuận Việt,- Công ty TNHH Xây dựng Thương mại Thuận Việt,26.416.358.760,59.916.358.760,26416358760.0,59916358760.0
- Khác,- Khác,- Khác,89.146.954.200,91.789.275.531,89146954200.0,91789275531.0
Phải trả cho các bên liên quan (Thuyết minh số 34),Phải trả cho các bên liên quan (Thuyết minh số 34),Phải trả cho các bên liên quan (Thuyết minh số 34),97.710.802.577,31.159.583.880,97710802577.0,31159583880.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,283.363.914.131,210.467.714.989,283363914131.0,210467714989.0
