row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu về cho vay (*),Phải thu về cho vay (*),Phải thu về cho vay (*),Phải thu về cho vay (*),Phải thu về cho vay (*),Phải thu về cho vay (*),,,
Công ty Cổ phầnMay Tiến Phát,Phải thu về cho vay (*) > Công ty Cổ phầnMay Tiến Phát,Công ty Cổ phầnMay Tiến Phát,Cho vay,986.184.000.000,1.123.035.000.000,,986184000000.0,1123035000000.0
Công ty Cổ phần Đầu tưThành Thành Công,Phải thu về cho vay (*) > Công ty Cổ phần Đầu tưThành Thành Công,Công ty Cổ phần Đầu tưThành Thành Công,Cho vay,8.580.000.000,8.580.000.000,,8580000000.0,8580000000.0
Công ty Cổ phầnToàn Hải Vân,Phải thu về cho vay (*) > Công ty Cổ phầnToàn Hải Vân,Công ty Cổ phầnToàn Hải Vân,Cho vay,-,23.738.634.246,,,23738634246.0
TỔNG CỘNG,Phải thu về cho vay (*) > TỔNG CỘNG,TỔNG CỘNG,,994.764.000.000,1.155.353.634.246,,994764000000.0,1155353634246.0
