row_label_raw,row_label_full,col_0,Số cuối năm,VND Sô đầu năm,numeric__Số cuối năm,numeric__VND Sô đầu năm
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,510.336.862.298,506.724.334.101,510336862298.0,506724334101.0
- Công ty Cổ phần Xây dựng Và Kết cấu Thép Đại Tín,- Công ty Cổ phần Xây dựng Và Kết cấu Thép Đại Tín,- Công ty Cổ phần Xây dựng Và Kết cấu Thép Đại Tín,57.000.000.000,-,57000000000.0,
- Công ty Cổ phần Thương mại Xây dựng Dịch vụ Phúc Bảo Minh,- Công ty Cổ phần Thương mại Xây dựng Dịch vụ Phúc Bảo Minh,- Công ty Cổ phần Thương mại Xây dựng Dịch vụ Phúc Bảo Minh,26.082.798.186,43.773.798.186,26082798186.0,43773798186.0
- Khác (i),- Khác (i),- Khác (i),427.254.064.112,462.950.535.915,427254064112.0,462950535915.0
Các bên liên quan trả tiền trước(Thuyết minh số 34),Các bên liên quan trả tiền trước(Thuyết minh số 34),Các bên liên quan trả tiền trước(Thuyết minh số 34),74.732.893.634,22.990.970.956,74732893634.0,22990970956.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,585.069.755.932,529.715.305.057,585069755932.0,529715305057.0
