row_label_raw,row_label_full,Bà Đỗ Thị Định,Tổng Giám đốc,numeric__Tổng Giám đốc
Bà Dương Thị Thu Hiền,Bà Dương Thị Thu Hiền,Bà Dương Thị Thu Hiền,Phó Tổng Giám đốc (miễn nhiệm ngày 28 tháng 6 năm 2022),
Bà Nguyễn Thị Hồng Hạnh,Bà Nguyễn Thị Hồng Hạnh,Bà Nguyễn Thị Hồng Hạnh,Phó Tổng Giám đốc,
Bà Nguyễn Thị Thanh Ngọc,Bà Nguyễn Thị Thanh Ngọc,Bà Nguyễn Thị Thanh Ngọc,Phó Tổng Giám đốc,
Bà Hoàng Thị Thanh Hải,Bà Hoàng Thị Thanh Hải,Bà Hoàng Thị Thanh Hải,Phó Tổng Giám đốc (bố nhiệm ngày 08 tháng 3 năm 2023),
Ông Bùi Văn Tư,Ông Bùi Văn Tư,Ông Bùi Văn Tư,Phó Tổng Giám đốc (miễn nhiệm ngày 08 tháng 3 năm 2023),
