row_label_raw,row_label_full,STT,Dự án,Địa chỉ,Công ty sở hữu,numeric__Dự án,numeric__Địa chỉ,numeric__Công ty sở hữu
1.,1.,1.,Nhà biệt thụ và nội thất tại biệt thụ Vườn Đào,"Lô số 23 lô D3A.3, khu đấu giá 18.6ha, phường Phú Thượng, quận Tây Hồ, thành phố Hà Nội",Công ty Cố phần Phát triển Sunshine Homes (Công ty mẹ),,,
2.,2.,2.,Bắt động sản đầu tư liên quan đến Dự án Sunshine Center,"Số 16 Phạm Hùng, phường Mỹ Đình 2, quận Nam Từ Liêm, thành phố Hà Nội",Công ty Cố phần Phát triển Sunshine Homes (Công ty mẹ),,,
3.,3.,3.,Bắt động sản đầu tư liên quan đến Dự án Sunshine City,"Lô đất I.A.23, khu đô thị Nam Thăng Long giai đoạn II, phường Đông Ngọc và phường Xuân Đình, quận Bắc Từ Liêm, thành phố Hà Nội",Công ty Cố phần Đầu tư Xây dựng Xuân Đình (Công ty con gián tiếp của Công ty),,,
4.,4.,4.,Bắt động sản đầu tư liên quan đến Dự án Sunshine Garden,"Ô quy hoạch I1-HH1, phường Mai Động, quận Hoàng Mai và phường Vĩnh Tuy, quận Hai Bà Trưng, Hà Nội",Công ty Cố phần Sao Ánh Dương (Công ty con của Công ty),,,
5.,5.,5.,Bắt động sản đầu tư liên quan đến Dự án Sunshine Palace,"Lô đất C2/CN3, phường Mai Động, quận Hoàng Mai, Hà Nội",Công ty Cố phần Sao Ánh Dương (Công ty con của Công ty),,,
