row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,29,858.351.282.395,1.352.700.107.869,,1.0,29.0,858351282395.0,1352700107869.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,56.577.652,-,,2.0,,56577652.0,
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,858.294.704.743,1.352.700.107.869,,10.0,,858294704743.0,1352700107869.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,30,617.620.937.879,835.419.451.612,,11.0,30.0,617620937879.0,835419451612.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,240.673.766.864,517.280.656.257,,20.0,,240673766864.0,517280656257.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,32,1.538.161.130.224,921.758.943.178,,21.0,32.0,1538161130224.0,921758943178.0
7.,7.,7.,Chi phí tài chính,22,33,1.018.855.898.799,808.762.625.018,,22.0,33.0,1018855898799.0,808762625018.0
,,,- Trong đó: Chi phí lãi vay và lãi trái phiếu,23,,732.005.653.374,650.774.577.355,,23.0,,732005653374.0,650774577355.0
8.,8.,8.,Phần lãi trong công ty liên kết,24,17,5.072.118.783,3.801.942.679,,24.0,17.0,5072118783.0,3801942679.0
9.,9.,9.,Chi phí bán hàng,25,34,83.717.702.458,107.477.742.415,,25.0,34.0,83717702458.0,107477742415.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,34,149.936.729.753,104.122.894.471,,26.0,34.0,149936729753.0,104122894471.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,531.396.684.861,422.478.280.210,,30.0,,531396684861.0,422478280210.0
12.,12.,12.,Thu nhập khác,31,,2.953.141.245,9.303.475.361,,31.0,,2953141245.0,9303475361.0
13.,13.,13.,Chi phí khác,32,35,95.158.590.768,25.868.541.853,,32.0,35.0,95158590768.0,25868541853.0
14.,14.,14.,Lỗ khác (40=31-32),40,,(92.205.449.523),(16.565.066.492),,40.0,,-92205449523.0,-16565066492.0
15.,15.,15.,Tổng lợi nhuận kê toán trước thuế (50=30+40),50,,439.191.235.338,405.913.213.718,,50.0,,439191235338.0,405913213718.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,36,106.771.866.941,83.174.945.057,,51.0,36.0,106771866941.0,83174945057.0
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,36,3.158.759.834,-,,52.0,36.0,3158759834.0,
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,329.260.608.563,322.738.268.661,,60.0,,329260608563.0,322738268661.0
,,,Trong đó:,,,,,,,,,
,,,Lợi nhuận sau thuế của Công ty mẹ,61,,310.824.382.680,298.307.865.461,,61.0,,310824382680.0,298307865461.0
,,,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,18.436.225.883,24.430.403.200,,62.0,,18436225883.0,24430403200.0
17.,17.,17.,Lãi cơ bản trên cổ phiếu,70,37,848,1.193,,70.0,37.0,848.0,1193.0
