row_label_raw,row_label_full,col_0,Vốn cổ phần VND,Thặng dư vốn cổ phần VND,Cổ phiếu quỹ VND,Lợi nhuận sau thuế chưa phân phối VND,Tổng VND,numeric__Vốn cổ phần VND,numeric__Thặng dư vốn cổ phần VND,numeric__Cổ phiếu quỹ VND,numeric__Lợi nhuận sau thuế chưa phân phối VND,numeric__Tổng VND
Số dư tại ngày 1 tháng 1 năm 2020,Số dư tại ngày 1 tháng 1 năm 2020,Số dư tại ngày 1 tháng 1 năm 2020,7.229.246.040.000,3.555.999.144.992,(1.640.252.631.255),4.677.603.473.593,13.822.596.027.330,7229246040000.0,3555999144992.0,-1640252631255.0,4677603473593.0,13822596027330.0
Phát hành cổ phiếu (Thuyết minh 21),Phát hành cổ phiếu (Thuyết minh 21),Phát hành cổ phiếu (Thuyết minh 21),38.692.140.000,154.768.560.000,-,-,193.460.700.000,38692140000.0,154768560000.0,,,193460700000.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,4.532.733.060.657,4.532.733.060.657,,,,4532733060657.0,4532733060657.0
Cổ tức (Thuyết minh 22),Cổ tức (Thuyết minh 22),Cổ tức (Thuyết minh 22),-,-,-,(3.172.160.718.000),(3.172.160.718.000),,,,-3172160718000.0,-3172160718000.0
Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,7.267.938.180.000,3.710.767.704.992,(1.640.252.631.255),6.038.175.816.250,15.376.629.069.987,7267938180000.0,3710767704992.0,-1640252631255.0,6038175816250.0,15376629069987.0
Phát hành lại cổ phiếu quỹ (Thuyết minh 21),Phát hành lại cổ phiếu quỹ (Thuyết minh 21),Phát hành lại cổ phiếu quỹ (Thuyết minh 21),-,(150.213.464.134),645.586.304.134,-,495.372.840.000,,-150213464134.0,645586304134.0,,495372840000.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,5.645.269.846.822,5.645.269.846.822,,,,5645269846822.0,5645269846822.0
Cổ tức (Thuyết minh 22),Cổ tức (Thuyết minh 22),Cổ tức (Thuyết minh 22),-,-,-,(3.189.572.181.000),(3.189.572.181.000),,,,-3189572181000.0,-3189572181000.0
Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,7.267.938.180.000,3.560.554.240.858,(994.666.327.121),8.493.873.482.072,18.327.699.575.809,7267938180000.0,3560554240858.0,-994666327121.0,8493873482072.0,18327699575809.0
