row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2021VND,Giá trị giao dịch > 2020VND,Phải thu/(Phải trả) tại ngày > 31/12/2021VND,Phải thu/(Phải trả) tại ngày > 1/1/2021VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2021VND,numeric__Giá trị giao dịch > 2020VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2021VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2021VND
Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,,,,,
Công ty TNHH,Công ty mẹ > Công ty TNHH,Công ty TNHH,Cổ tức đã công bố,3.021.089.152.500,3.021.089.152.500,,,,3021089152500.0,3021089152500.0,,
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Cổ tức được trả thông qua cần trừ với các khoản cho vay phải thu,3.002.982.502.500,3.002.982.502.500,,,,3002982502500.0,3002982502500.0,,
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Cổ tức được trả bằng tiền,18.106.650.000,18.106.650.000,,,,18106650000.0,18106650000.0,,
Các công ty con trực tiếp và gián tiếp,Các công ty con trực tiếp và gián tiếp,Các công ty con trực tiếp và gián tiếp,Các công ty con trực tiếp và gián tiếp,Các công ty con trực tiếp và gián tiếp,Các công ty con trực tiếp và gián tiếp,Các công ty con trực tiếp và gián tiếp,Các công ty con trực tiếp và gián tiếp,,,,,
Công ty TNHH Một Thành viên Thực phẩm Masan,Các công ty con trực tiếp và gián tiếp > Công ty TNHH Một Thành viên Thực phẩm Masan,Công ty TNHH Một Thành viên Thực phẩm Masan,Phân phối lợi nhuận,3.602.063.334.584,3.003.285.570.832,3.627.549.218.905,2.317.204.977.769,,3602063334584.0,3003285570832.0,3627549218905.0,2317204977769.0
Công ty TNHH Một Thành viên Thực phẩm Masan,Các công ty con trực tiếp và gián tiếp > Công ty TNHH Một Thành viên Thực phẩm Masan,Công ty TNHH Một Thành viên Thực phẩm Masan,Góp vốn,211.500.000.000,790.000.000.000,,,,211500000000.0,790000000000.0,,
Công ty TNHH Masan Innovation,Các công ty con trực tiếp và gián tiếp > Công ty TNHH Masan Innovation,Công ty TNHH Masan Innovation,Góp vốn,27.500.000.000,3.000.000.000,,,,27500000000.0,3000000000.0,,
Công ty TNHH Một Thành viên Công nghiệp Masan,Các công ty con trực tiếp và gián tiếp > Công ty TNHH Một Thành viên Công nghiệp Masan,Công ty TNHH Một Thành viên Công nghiệp Masan,Bán hàng hóa,443.257.939.427,425.017.098.884,,,,443257939427.0,425017098884.0,,
Công ty TNHH Một Thành viên Công nghiệp Masan,Các công ty con trực tiếp và gián tiếp > Công ty TNHH Một Thành viên Công nghiệp Masan,Công ty TNHH Một Thành viên Công nghiệp Masan,Bán tài sản cố định,30.000.000,,,,,30000000.0,,,
Công ty TNHH Một Thành viên Công nghiệp Masan,Các công ty con trực tiếp và gián tiếp > Công ty TNHH Một Thành viên Công nghiệp Masan,Công ty TNHH Một Thành viên Công nghiệp Masan,Mua hàng hóa và dịch vụ,7.274.786.787.940,6.598.420.309.871,(1.387.299.783.937),(643.217.573.047),,7274786787940.0,6598420309871.0,-1387299783937.0,-643217573047.0
Công ty TNHH Một Thành viên Công nghiệp Masan,Các công ty con trực tiếp và gián tiếp > Công ty TNHH Một Thành viên Công nghiệp Masan,Công ty TNHH Một Thành viên Công nghiệp Masan,Cho vay,180.000.000.000,1.075.000.000.000,2.086.581.871.592,3.103.734.374.092,,180000000000.0,1075000000000.0,2086581871592.0,3103734374092.0
Công ty TNHH Một Thành viên Công nghiệp Masan,Các công ty con trực tiếp và gián tiếp > Công ty TNHH Một Thành viên Công nghiệp Masan,Công ty TNHH Một Thành viên Công nghiệp Masan,Thu hồi các khoản cho vay thông qua cần trừ với cổ tức phải trả,1.178.982.502.500,1.002.982.502.500,,,,1178982502500.0,1002982502500.0,,
Công ty TNHH Một Thành viên Công nghiệp Masan,Các công ty con trực tiếp và gián tiếp > Công ty TNHH Một Thành viên Công nghiệp Masan,Công ty TNHH Một Thành viên Công nghiệp Masan,Thu hồi các khoản cho vay bằng tiền,18.170.000.000,,,,,18170000000.0,,,
Công ty TNHH Một Thành viên Công nghiệp Masan,Các công ty con trực tiếp và gián tiếp > Công ty TNHH Một Thành viên Công nghiệp Masan,Công ty TNHH Một Thành viên Công nghiệp Masan,Thu nhập lãi cho vay,162.692.963.370,196.229.061.230,1.237.622.986.126,1.074.930.022.756,,162692963370.0,196229061230.0,1237622986126.0,1074930022756.0
