row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2021VND,Giá trị giao dịch > 2020VND,Phải thu/(Phải trả) tại ngày > 31/12/2021VND,Phải thu/(Phải trả) tại ngày > 1/1/2021VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2021VND,numeric__Giá trị giao dịch > 2020VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2021VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2021VND
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước đây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước đây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước đây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Bán hàng hóa,1.351.108.613.551,660.431.253.393,212.986.454.214,62.949.345.993,,1351108613551.0,660431253393.0,212986454214.0,62949345993.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước đây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước đây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước đây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Mua hàng hóa và dịch vụ,268.157.541.585,133.963.439.713,-,-,,268157541585.0,133963439713.0,,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước đây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước đây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước đây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Phí hỗ trợ thuê văn phòng,17.550.000.000,12.406.997.483,-,1.231.116.341,,17550000000.0,12406997483.0,,1231116341.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước đây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước đây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước đây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Chiết khấu thanh toán và hỗ trợ bán hàng khác phải trả,10.106.180.275,3.566.107.138,-,-,,10106180275.0,3566107138.0,,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước đây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước đây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce (trước đây là “Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce”),Các khoản phải thu khác,-,-,124.280.000,31.628.964,,,,124280000.0,31628964.0
Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco (trước đây là “Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Vineco”),Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco (trước đây là “Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Vineco”),Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco (trước đây là “Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Vineco”),Bán hàng hóa,1.952.273,99.678.637,-,-,,1952273.0,99678637.0,,
Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco (trước đây là “Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Vineco”),Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco (trước đây là “Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Vineco”),Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco (trước đây là “Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Vineco”),Mua hàng hóa,-,12.503.082,-,-,,,12503082.0,,
Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco (trước đây là “Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Vineco”),Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco (trước đây là “Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Vineco”),Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco (trước đây là “Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Vineco”),Phí hỗ trợ thuê văn phòng,450.000.000,1.054.215.907,-,-,,450000000.0,1054215907.0,,
Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco (trước đây là “Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Vineco”),Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco (trước đây là “Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Vineco”),Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco (trước đây là “Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Vineco”),Thu trước tiền hàng,-,168.474.203,-,(168.474.203),,,168474203.0,,-168474203.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Bán hàng hóa,26.281.819,-,28.910.000,-,,26281819.0,,28910000.0,
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Mua hàng hóa,521.126.917,-,-,-,,521126917.0,,,
Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế (*),Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế (*),Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế (*),Bán hàng hóa,113.105.734,94.592.730,-,5.480.000,,113105734.0,94592730.0,,5480000.0
Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế (*),Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế (*),Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế (*),Phí hỗ trợ quản lý,1.715.889.467,1.874.054.697,-,968.269.483,,1715889467.0,1874054697.0,,968269483.0
Công ty TNHH MNS Feed Tiền Giang (*),Công ty TNHH MNS Feed Tiền Giang (*),Công ty TNHH MNS Feed Tiền Giang (*),Bán hàng hóa,5.112.473,10.585.455,-,-,,5112473.0,10585455.0,,
Công ty TNHH MNS Feed Tiền Giang (*),Công ty TNHH MNS Feed Tiền Giang (*),Công ty TNHH MNS Feed Tiền Giang (*),Phí hỗ trợ quản lý,846.324.954,1.016.708.669,-,525.670.141,,846324954.0,1016708669.0,,525670141.0
Công ty TNHH MNS Feed Thái Nguyên (*),Công ty TNHH MNS Feed Thái Nguyên (*),Công ty TNHH MNS Feed Thái Nguyên (*),Bán hàng hóa,51.368.326,45.861.817,-,-,,51368326.0,45861817.0,,
Công ty TNHH MNS Feed Thái Nguyên (*),Công ty TNHH MNS Feed Thái Nguyên (*),Công ty TNHH MNS Feed Thái Nguyên (*),Phí hỗ trợ quản lý,1.082.502.233,1.058.214.817,-,547.134.612,,1082502233.0,1058214817.0,,547134612.0
