row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021Triệu đồng,Ngày 31 tháng 12năm 2020Triệu đồng,numeric__Ngày 31 tháng 12năm 2021Triệu đồng,numeric__Ngày 31 tháng 12năm 2020Triệu đồng
"Tiền gửi không kỳ hạn (""KKH"")","Tiền gửi không kỳ hạn (""KKH"")","Tiền gửi không kỳ hạn (""KKH"")",20.526.786,18.605.465,20526786.0,18605465.0
Tiền gửi KKH bằng VND,Tiền gửi KKH bằng VND,Tiền gửi KKH bằng VND,16.883.587,15.195.393,16883587.0,15195393.0
Tiền gửi KKH bằng ngoại tệ,Tiền gửi KKH bằng ngoại tệ,Tiền gửi KKH bằng ngoại tệ,3.394.503,3.137.098,3394503.0,3137098.0
Tiền gửi tiết kiệm không kỳ hạn bằng VND,Tiền gửi tiết kiệm không kỳ hạn bằng VND,Tiền gửi tiết kiệm không kỳ hạn bằng VND,4.829,8.586,4829.0,8586.0
Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiệm không kỳ hạn bằng ngoại tệ,243.867,264.388,243867.0,264388.0
"Tiền gửi có kỳ hạn (""CKH"")","Tiền gửi có kỳ hạn (""CKH"")","Tiền gửi có kỳ hạn (""CKH"")",115.677.221,113.626.630,115677221.0,113626630.0
Tiền gửi CKH bằng VND,Tiền gửi CKH bằng VND,Tiền gửi CKH bằng VND,39.891.508,36.088.793,39891508.0,36088793.0
Tiền gửi CKH bằng ngoại tệ,Tiền gửi CKH bằng ngoại tệ,Tiền gửi CKH bằng ngoại tệ,320.990,376.452,320990.0,376452.0
Tiền gửi tiết kiệm có kỳ hạn bằng VND,Tiền gửi tiết kiệm có kỳ hạn bằng VND,Tiền gửi tiết kiệm có kỳ hạn bằng VND,73.185.194,75.105.082,73185194.0,75105082.0
Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiệm có kỳ hạn bằng ngoại tệ,2.279.529,2.056.303,2279529.0,2056303.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,540.906,1.124.389,540906.0,1124389.0
Tiền gửi vốn chuyên dùng bằng VND,Tiền gửi vốn chuyên dùng bằng VND,Tiền gửi vốn chuyên dùng bằng VND,513.946,1.053.860,513946.0,1053860.0
Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng bằng ngoại tệ,Tiền gửi vốn chuyên dùng bằng ngoại tệ,26.960,70.529,26960.0,70529.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,628.878,561.256,628878.0,561256.0
Tiền gửi ký quỹ bằng VND,Tiền gửi ký quỹ bằng VND,Tiền gửi ký quỹ bằng VND,602.809,548.714,602809.0,548714.0
Tiền gửi ký quỹ bằng ngoại tệ,Tiền gửi ký quỹ bằng ngoại tệ,Tiền gửi ký quỹ bằng ngoại tệ,26.069,12.542,26069.0,12542.0
,,,137.373.791,133.917.740,137373791.0,133917740.0
