row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,4.400,23.262,4400.0,23262.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.562.230,1.468.998,1562230.0,1468998.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,1.312.818,1.266.297,1312818.0,1266297.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,124.757,92.834,124757.0,92834.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,124.655,109.867,124655.0,109867.0
Chi phí về tài sản,Chi phí về tài sản,Chi phí về tài sản,491.210,474.267,491210.0,474267.0
- Chi phí thuế văn phòng,- Chi phí thuế văn phòng,- Chi phí thuế văn phòng,261.760,233.824,261760.0,233824.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,144.741,154.355,144741.0,154355.0
- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,69.140,71.812,69140.0,71812.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,15.569,14.276,15569.0,14276.0
Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,334.660,323.759,334660.0,323759.0
- Chi phí quản lý chung,- Chi phí quản lý chung,- Chi phí quản lý chung,155.644,141.041,155644.0,141041.0
"- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết",136.336,135.438,136336.0,135438.0
- Công tác phí,- Công tác phí,- Công tác phí,7.905,11.733,7905.0,11733.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,-,70,,70.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,34.775,35.477,34775.0,35477.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",132.473,137.584,132473.0,137584.0
"(Thu nhập)/chi phí dự phòng (không tính dự phòng rủi ro tin dụng, rủi ro chứng khoán)","(Thu nhập)/chi phí dự phòng (không tính dự phòng rủi ro tin dụng, rủi ro chứng khoán)","(Thu nhập)/chi phí dự phòng (không tính dự phòng rủi ro tin dụng, rủi ro chứng khoán)",(10.814),10.814,-10814.0,10814.0
- (Thu nhập)/chi phí dự phòng tài sản có khác,- (Thu nhập)/chi phí dự phòng tài sản có khác,- (Thu nhập)/chi phí dự phòng tài sản có khác,(10.814),10.814,-10814.0,10814.0
,,,2.514.159,2.438.684,2514159.0,2438684.0
