row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021Triệu đồng,Ngày 31 tháng 12năm 2020Triệu đồng,numeric__Ngày 31 tháng 12năm 2021Triệu đồng,numeric__Ngày 31 tháng 12năm 2020Triệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,106.544,69.862,106544.0,69862.0
Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,90.949,44.058,90949.0,44058.0
Quỹ khen thưởng và phúc lợi (i),Quỹ khen thưởng và phúc lợi (i),Quỹ khen thưởng và phúc lợi (i),15.010,25.210,15010.0,25210.0
Các khoản phải trả nội bộ khác,Các khoản phải trả nội bộ khác,Các khoản phải trả nội bộ khác,585,594,585.0,594.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,620.623,871.312,620623.0,871312.0
Các khoản phải trả liên quan đến dịch vụ thanh toán thể,Các khoản phải trả liên quan đến dịch vụ thanh toán thể,Các khoản phải trả liên quan đến dịch vụ thanh toán thể,151.043,291.846,151043.0,291846.0
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,204.295,186.994,204295.0,186994.0
Các khoản phải trả liên quan đến nghiệp vụ L/C,Các khoản phải trả liên quan đến nghiệp vụ L/C,Các khoản phải trả liên quan đến nghiệp vụ L/C,173.580,176.057,173580.0,176057.0
Các khoản thuế phải nộp Nhà nước,Các khoản thuế phải nộp Nhà nước,Các khoản thuế phải nộp Nhà nước,20.066,113.664,20066.0,113664.0
Phải trả liên quan đến hỗ trợ cho vay lãi suất,Phải trả liên quan đến hỗ trợ cho vay lãi suất,Phải trả liên quan đến hỗ trợ cho vay lãi suất,29.826,29.826,29826.0,29826.0
Phải trả liên quan đến Hệ thống Ngân hàng lõi,Phải trả liên quan đến Hệ thống Ngân hàng lõi,Phải trả liên quan đến Hệ thống Ngân hàng lõi,11.805,23.768,11805.0,23768.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,2.455,2.455,2455.0,2455.0
Phải trả khác,Phải trả khác,Phải trả khác,27.553,46.702,27553.0,46702.0
,,,727.167,941.174,727167.0,941174.0
