row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,10.171.222,10.920.033,,10171222.0,10920033.0
Chi phí lãi và các chỉ phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chỉ phí tương tự đã trả,Chi phí lãi và các chỉ phí tương tự đã trả,,(6.678.241),(8.069.937),,-6678241.0,-8069937.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,432.865,467.956,,432865.0,467956.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng, ngoại tệ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng, ngoại tệ","Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng, ngoại tệ",,407.424,465.678,,407424.0,465678.0
Thu nhập khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập khác,Thu nhập khác,,2.504,15.735,,2504.0,15735.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",26,247.063,172.987,26.0,247063.0,172987.0
"Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",,(2.333.341),(2.273.742),,-2333341.0,-2273742.0
Tiền thuế thu nhập thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,18,(293.073),(229.631),18.0,-293073.0,-229631.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,1.956.423,1.469.079,,1956423.0,1469079.0
