row_label_raw,row_label_full,col_0,Thuyết minh,2024Triệu VND,2023Triệu VND(Phân loại lại),numeric__Thuyết minh,numeric__2024Triệu VND,numeric__2023Triệu VND(Phân loại lại)
Tổng lợi nhuận trước thuế(mang sang từ trang trước),Tổng lợi nhuận trước thuế(mang sang từ trang trước),Tổng lợi nhuận trước thuế(mang sang từ trang trước),,9.004.302,10.703.945,,9004302.0,10703945.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,35,(1.800.834),(2.140.892),35.0,-1800834.0,-2140892.0
Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,35,1.002,-,35.0,1002.0,
Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,35,(1.799.832),(2.140.892),35.0,-1799832.0,-2140892.0
Lợi nhuận sau thuế,Lợi nhuận sau thuế,Lợi nhuận sau thuế,,7.204.470,8.563.053,,7204470.0,8563053.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu)(Điều chỉnh lại),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu)(Điều chỉnh lại),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu)(Điều chỉnh lại),26,2.385,2.837,26.0,2385.0,2837.0
