row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,%,31/12/2023Triệu VND,%_1,numeric__31/12/2024Triệu VND,numeric__%,numeric__31/12/2023Triệu VND,numeric__%_1
Công ty nhà nước,Công ty nhà nước,Công ty nhà nước,1.269.555,"0,39",628.996,"0,24",1269555.0,0.39,628996.0,0.24
Công ty trách nhiệm hữu hạn một thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn một thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn một thành viên do nhà nước sở hữu 100% vốn điều lệ,2.779.344,"0,86",2.226.272,"0,84",2779344.0,0.86,2226272.0,0.84
Công ty trách nhiệm hữu hạn hai thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chi phối,Công ty trách nhiệm hữu hạn hai thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chi phối,Công ty trách nhiệm hữu hạn hai thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chi phối,-,-,166.921,"0,06",,,166921.0,0.06
Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,13.645.845,"4,21",8.855.897,"3,32",13645845.0,4.21,8855897.0,3.32
Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,3.727.743,"1,15",2.250.448,"0,84",3727743.0,1.15,2250448.0,0.84
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,44.486.304,"13,73",26.510.235,"9,95",44486304.0,13.73,26510235.0,9.95
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,-,-,33,"0,00",,,33.0,0.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,3.514.605,"1,08",905.449,"0,34",3514605.0,1.08,905449.0,0.34
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",254.572.871,"78,57",224.800.919,"84,41",254572871.0,78.57,224800919.0,84.41
Khác,Khác,Khác,13.446,"0,01",375,"0,00",13446.0,0.01,375.0,0.0
,,,324.009.713,"100,00",266.345.545,"100,00",324009713.0,100.0,266345545.0,100.0
