row_label_raw,row_label_full,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,31/12/2024Triệu VND > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,31/12/2023Triệu VND > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,numeric__31/12/2024Triệu VND > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,numeric__31/12/2023Triệu VND > Tiền gửi tại Ngân hàng Nhà nước Việt Nam
- Tiền gửi thanh toán và dự trữ bắt buộc bằng VND,- Tiền gửi thanh toán và dự trữ bắt buộc bằng VND,- Tiền gửi thanh toán và dự trữ bắt buộc bằng VND,9.423.381,7.783.418,9423381.0,7783418.0
- Tiền gửi thanh toán và dự trữ bắt buộc bằng ngoại tệ khác,- Tiền gửi thanh toán và dự trữ bắt buộc bằng ngoại tệ khác,- Tiền gửi thanh toán và dự trữ bắt buộc bằng ngoại tệ khác,485.693,434.349,485693.0,434349.0
,,,9.909.074,8.217.767,9909074.0,8217767.0
