row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,%,31/12/2023Triệu VND,%_1,numeric__31/12/2024Triệu VND,numeric__%,numeric__31/12/2023Triệu VND,numeric__%_1
"Nông nghiệp, lâm nghiệp và thuỷ sản","Nông nghiệp, lâm nghiệp và thuỷ sản","Nông nghiệp, lâm nghiệp và thuỷ sản",875.303,"0,27",552.157,"0,21",875303.0,0.27,552157.0,0.21
Khai khoáng,Khai khoáng,Khai khoáng,1.994.885,"0,62",1.191.649,"0,45",1994885.0,0.62,1191649.0,0.45
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",19.648.895,"6,06",13.400.504,"5,03",19648895.0,6.06,13400504.0,5.03
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí",3.935.354,"1,21",2.639.418,"0,99",3935354.0,1.21,2639418.0,0.99
"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",133.070,"0,04",80.133,"0,03",133070.0,0.04,80133.0,0.03
Xây dựng,Xây dựng,Xây dựng,3.402.170,"1,05",1.958.665,"0,74",3402170.0,1.05,1958665.0,0.74
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",23.755.780,"7,33",9.155.453,"3,44",23755780.0,7.33,9155453.0,3.44
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,9.208.267,"2,84",1.932.668,"0,73",9208267.0,2.84,1932668.0,0.73
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,1.354.475,"0,42",1.198.526,"0,45",1354475.0,0.42,1198526.0,0.45
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,597.807,"0,18",243.331,"0,09",597807.0,0.18,243331.0,0.09
"Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm",17.686.741,"5,46",9.732.793,"3,65",17686741.0,5.46,9732793.0,3.65
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,5.695.936,"1,76",1.673.708,"0,63",5695936.0,1.76,1673708.0,0.63
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",1.287.842,"0,40",547.459,"0,21",1287842.0,0.4,547459.0,0.21
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,298.338,"0,09",160.467,"0,06",298338.0,0.09,160467.0,0.06
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,735.418,"0,23",362.069,"0,14",735418.0,0.23,362069.0,0.14
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,74.935,"0,02",39.999,"0,02",74935.0,0.02,39999.0,0.02
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",42.897,"0,01",25.504,"0,01",42897.0,0.01,25504.0,0.01
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,97.756,"0,03",277.370,"0,10",97756.0,0.03,277370.0,0.1
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",233.183.844,"71,98",221.173.672,"83,02",233183844.0,71.98,221173672.0,83.02
,,,324.009.713,"100,00",266.345.545,"100,00",324009713.0,100.0,266345545.0,100.0
