row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc Triệu VND,Máy móc thiết bị Triệu VND,Phương tiện vận tải Triệu VND,Thiết bị văn phòng Triệu VND,Tài sản cố định hữu hình khác Triệu VND,Tổng cộng Triệu VND,numeric__Nhà cửa và vật kiến trúc Triệu VND,numeric__Máy móc thiết bị Triệu VND,numeric__Phương tiện vận tải Triệu VND,numeric__Thiết bị văn phòng Triệu VND,numeric__Tài sản cố định hữu hình khác Triệu VND,numeric__Tổng cộng Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,106.755,690.197,83.124,128.413,111.183,1.119.672,106755.0,690197.0,83124.0,128413.0,111183.0,1119672.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,3.999,96.913,18.018,21.492,2.981,143.403,3999.0,96913.0,18018.0,21492.0,2981.0,143403.0
Thanh lý trong năm,Nguyên giá > Thanh lý trong năm,Thanh lý trong năm,(2.002),(1.619),(710),(761),(5.476),(10.568),-2002.0,-1619.0,-710.0,-761.0,-5476.0,-10568.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,108.752,785.491,100.432,149.144,108.688,1.252.507,108752.0,785491.0,100432.0,149144.0,108688.0,1252507.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,,,,,,
Số dư đầu năm,Hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,61.111,376.693,36.966,81.966,96.227,652.963,61111.0,376693.0,36966.0,81966.0,96227.0,652963.0
Khấu hao trong năm,Hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,6.772,69.210,10.046,23.901,6.894,116.823,6772.0,69210.0,10046.0,23901.0,6894.0,116823.0
Thanh lý trong năm,Hao mòn lũy kế > Thanh lý trong năm,Thanh lý trong năm,(1.953),(1.619),(710),(727),(5.476),(10.485),-1953.0,-1619.0,-710.0,-727.0,-5476.0,-10485.0
Số dư cuối năm,Hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,65.930,444.284,46.302,105.140,97.645,759.301,65930.0,444284.0,46302.0,105140.0,97645.0,759301.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,45.644,313.504,46.158,46.447,14.956,466.709,45644.0,313504.0,46158.0,46447.0,14956.0,466709.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,42.822,341.207,54.130,44.004,11.043,493.206,42822.0,341207.0,54130.0,44004.0,11043.0,493206.0
