row_label_raw,row_label_full,col_0,1/1/2024Triệu VND,Số phát sinh trong nămTriệu VND,Số đã nộp/được khấu trừ trong nămTriệu VND,31/12/2024Triệu VND,numeric__1/1/2024Triệu VND,numeric__Số phát sinh trong nămTriệu VND,numeric__Số đã nộp/được khấu trừ trong nămTriệu VND,numeric__31/12/2024Triệu VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,1.468.046,1.800.834,(1.959.227),1.309.653,1468046.0,1800834.0,-1959227.0,1309653.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,28.437,229.381,(239.313),18.505,28437.0,229381.0,-239313.0,18505.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,34.615,424.441,(419.707),39.349,34615.0,424441.0,-419707.0,39349.0
,,,1.531.098,2.454.656,(2.618.247),1.367.507,1531098.0,2454656.0,-2618247.0,1367507.0
