row_label_raw,row_label_full,col_0,2024Triệu VND,2023Triệu VND,numeric__2024Triệu VND,numeric__2023Triệu VND
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
"Thu hồi nợ đã được xử lý, bù đắp bằng nguồn dự phòng rủi ro","Thu nhập từ hoạt động khác > Thu hồi nợ đã được xử lý, bù đắp bằng nguồn dự phòng rủi ro","Thu hồi nợ đã được xử lý, bù đắp bằng nguồn dự phòng rủi ro",1.247.253,692.749,1247253.0,692749.0
Thu từ các hợp đồng hoán đổi lãi suất,Thu nhập từ hoạt động khác > Thu từ các hợp đồng hoán đổi lãi suất,Thu từ các hợp đồng hoán đổi lãi suất,215.834,59.265,215834.0,59265.0
Thu nhập khác,Thu nhập từ hoạt động khác > Thu nhập khác,Thu nhập khác,55.577,98.200,55577.0,98200.0
,,,1.518.664,850.214,1518664.0,850214.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
Chi cho các hợp đồng hoán đổi lãi suất,Chi phí hoạt động khác > Chi cho các hợp đồng hoán đổi lãi suất,Chi cho các hợp đồng hoán đổi lãi suất,(187.066),(28.332),-187066.0,-28332.0
Chi phí khác,Chi phí hoạt động khác > Chi phí khác,Chi phí khác,(31.098),(30.268),-31098.0,-30268.0
,,,(218.164),(58.600),-218164.0,-58600.0
Lãi thuần từ hoạt động khác,Chi phí hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,1.300.500,791.614,1300500.0,791614.0
