row_label_raw,row_label_full,col_0,Mức độ ảnh hưởngtới lợi nhuận trướcthuế – tăng/(giảm)lợi nhuậnTriệu VND,Mức độ ảnh hưởngtới vốn chủ sở hữu– tăng/(giảm) vốnchủ sở hữuTriệu VND,numeric__Mức độ ảnh hưởngtới lợi nhuận trướcthuế – tăng/(giảm)lợi nhuậnTriệu VND,numeric__Mức độ ảnh hưởngtới vốn chủ sở hữu– tăng/(giảm) vốnchủ sở hữuTriệu VND
Năm kết thúc ngày 31 tháng 12 năm 2024,Năm kết thúc ngày 31 tháng 12 năm 2024,Năm kết thúc ngày 31 tháng 12 năm 2024,Năm kết thúc ngày 31 tháng 12 năm 2024,Năm kết thúc ngày 31 tháng 12 năm 2024,,
"VND giảm giá 2,0% so với USD","Năm kết thúc ngày 31 tháng 12 năm 2024 > VND giảm giá 2,0% so với USD","VND giảm giá 2,0% so với USD",13.979,11.183,13979.0,11183.0
"VND tăng giá 2,0% so với USD","Năm kết thúc ngày 31 tháng 12 năm 2024 > VND tăng giá 2,0% so với USD","VND tăng giá 2,0% so với USD",(13.979),(11.183),-13979.0,-11183.0
Năm kết thúc ngày 31 tháng 12 năm 2023,Năm kết thúc ngày 31 tháng 12 năm 2023,Năm kết thúc ngày 31 tháng 12 năm 2023,Năm kết thúc ngày 31 tháng 12 năm 2023,Năm kết thúc ngày 31 tháng 12 năm 2023,,
"VND giảm giá 2,0% so với USD","Năm kết thúc ngày 31 tháng 12 năm 2023 > VND giảm giá 2,0% so với USD","VND giảm giá 2,0% so với USD",(34.121),(27.297),-34121.0,-27297.0
"VND tăng giá 2,0% so với USD","Năm kết thúc ngày 31 tháng 12 năm 2023 > VND tăng giá 2,0% so với USD","VND tăng giá 2,0% so với USD",34.121,27.297,34121.0,27297.0
