row_label_raw,row_label_full,col_0,col_1,31/12/2025,01/01/2025,numeric__col_1,numeric__31/12/2025,numeric__01/01/2025
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),- Tài sản thừa chờ xử lý,6.828.566.710,6.944.987.821,,6828566710.0,6944987821.0
a),a) > a),a),- Kinh phí công đoàn,15.564.565.096,17.443.084.730,,15564565096.0,17443084730.0
a),a) > a),a),"- Các khoản BHXH, BHYT, BHTN",21.503.771.933,15.064.290.214,,21503771933.0,15064290214.0
a),a) > a),a),- Phải trả về cổ phần hoá,-,75.109.000.000,,,75109000000.0
a),a) > a),a),"- Nhận ký quỹ, ký cược ngắn hạn",96.350.286.244,74.799.117.691,,96350286244.0,74799117691.0
a),a) > a),a),"- Cổ tức, lợi nhuận phải trả",34.159.169.425,65.161.812.933,,34159169425.0,65161812933.0
a),a) > a),a),"- Ứng vốn đầu tư, Hợp vốn đầu tư",2.330.279.584,-,,2330279584.0,
a),a) > a),a),- Phải trả về vốn góp hợp tác kinh doanh,8.069.741.918,5.484.634.650,,8069741918.0,5484634650.0
a),a) > a),a),"- Các khoản phải trả, phải nộp khác",1.542.336.999.701,848.425.788.439,,1542336999701.0,848425788439.0
,,,,1.727.143.380.611,1.108.432.716.478,,1727143380611.0,1108432716478.0
b),b),b),Dài hạn,,,,,
b),b) > b),b),"- Nhận ký quỹ, ký cược dài hạn",64.502.956.631,51.614.824.708,,64502956631.0,51614824708.0
b),b) > b),b),"- Ứng vốn đầu tư, Hợp tác đầu tư",96.174.443.890,91.784.443.890,,96174443890.0,91784443890.0
b),b) > b),b),"- Các khoản phải trả, phải nộp khác",11.743.476.014,29.973.094.498,,11743476014.0,29973094498.0
,,,,172.420.876.535,173.372.363.096,,172420876535.0,173372363096.0
