row_label_raw,row_label_full,Code,ASSETS,Note,31/12/2025,01/01/2025,numeric__ASSETS,numeric__Note,numeric__31/12/2025,numeric__01/01/2025
Code,Code,Code,ASSETS,Note,VND,VND,,,,
100,100,100,A. CURRENT ASSETS,,"32,904,606,406,685","27,670,285,917,606",,,,
110,100 > 110,110,I. Cash and cash equivalents,03,"8,237,433,366,831","5,778,855,663,194",,3.0,,
111,111,111,1. Cash,,"3,524,824,180,222","3,017,617,559,937",,,,
112,112,112,2. Cash equivalents,,"4,712,609,186,609","2,761,238,103,257",,,,
120,112 > 120,120,II. Short-term financial investments,04,"14,208,075,274,017","13,952,353,795,617",,4.0,,
121,121,121,1. Trading securities,,"1,163,634,161","1,163,634,161",,,,
122,122,122,2. Provision for diminution in value of trading securities,,"(68,237,000)","(68,237,000)",,,,
123,123,123,3. Held-to-maturity investments,,"14,206,979,876,856","13,951,258,398,456",,,,
130,130,130,III. Short-term receivables,,"2,448,687,340,505","2,539,074,723,889",,,,
131,130 > 131,131,1. Short-term trade receivables,05,"1,545,717,198,992","1,548,547,265,059",,5.0,,
132,130 > 132,132,2. Short-term prepayments to suppliers,06,"277,167,608,712","354,480,392,462",,6.0,,
135,130 > 135,135,3. Short-term lending receivables,07,"7,748,249,000","8,048,249,000",,7.0,,
136,130 > 136,136,4. Other short-term receivables,08,"936,343,131,566","916,345,560,357",,8.0,,
137,137,137,5. Provision for short-term doubtful debts,,"(393,693,384,568)","(355,597,946,855)",,,,
139,137 > 139,139,6. Shortage of assets awaiting resolution,09,"75,404,536,803","67,251,203,866",,9.0,,
140,137 > 140,140,IV. Inventories,11,"6,667,948,094,131","4,351,510,470,326",,11.0,,
141,141,141,1. Inventories,,"6,696,643,361,768","4,373,924,132,656",,,,
149,149,149,2. Provision for devaluation of inventories,,"(28,695,267,637)","(22,413,662,330)",,,,
150,150,150,V. Other short-term assets,,"1,342,462,331,201","1,048,491,264,580",,,,
151,150 > 151,151,1. Short-term prepaid expenses,17,"58,658,743,138","77,300,511,797",,17.0,,
152,152,152,2. VAT deductible,,"583,881,360,428","566,535,714,641",,,,
153,152 > 153,153,3. Taxes and other receivables from the State budget,22,"699,922,227,635","404,655,038,142",,22.0,,
