row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2025 > VND,01/01/2025 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2025 > VND,numeric__01/01/2025 > VND
200,200,200,B. TÀI SẢN DÀI HẠN,,53.377.855.084.175,55.713.396.594.398,,,53377855084175.0,55713396594398.0
210,210,210,I. Các khoản phải thu dài hạn,,500.346.800.124,607.786.542.911,,,500346800124.0,607786542911.0
212,212,212,1. Trà trước cho người bán dài hạn,06,2.857.884.972,3.049.584.972,,6.0,2857884972.0,3049584972.0
215,215,215,2. Phải thu về cho vay dài hạn,07,764.008.700.083,787.511.137.957,,7.0,764008700083.0,787511137957.0
216,216,216,3. Phải thu dài hạn khác,08,134.647.684.494,214.871.963.977,,8.0,134647684494.0,214871963977.0
219,219,219,4. Dự phòng phải thu dài hạn khó đòi,,(401.167.469.425),(397.646.143.995),,,-401167469425.0,-397646143995.0
220,220,220,II. Tài sản cố định,,35.218.015.322.637,35.337.155.884.690,,,35218015322637.0,35337155884690.0
221,221,221,1. Tài sản cố định hữu hình,13,35.103.249.769.220,35.216.722.037.923,,13.0,35103249769220.0,35216722037923.0
222,222,222,- Nguyên giá,,60.750.581.425.614,58.319.330.687.217,,,60750581425614.0,58319330687217.0
223,223,223,- Giá trị hao mòn luỹ kế,,(25.647.331.656.394),(23.102.608.649.294),,,-25647331656394.0,-23102608649294.0
224,224,224,2. Tài sản cố định thuê tài chính,14,826.328.791,975.132.667,,14.0,826328791.0,975132667.0
225,225,225,- Nguyên giá,,3.101.449.158,3.101.449.158,,,3101449158.0,3101449158.0
226,226,226,- Giá trị hao mòn luỹ kế,,(2.275.120.367),(2.126.316.491),,,-2275120367.0,-2126316491.0
227,227,227,3. Tài sản cố định vô hình,15,113.939.224.626,119.458.714.100,,15.0,113939224626.0,119458714100.0
228,228,228,- Nguyên giá,,213.028.281.634,217.248.371.299,,,213028281634.0,217248371299.0
229,229,229,- Giá trị hao mòn luỹ kế,,(99.089.057.008),(97.789.657.199),,,-99089057008.0,-97789657199.0
230,230,230,III. Bất động sản đầu tư,16,1.264.547.270.595,1.286.697.181.872,,16.0,1264547270595.0,1286697181872.0
231,231,231,- Nguyên giá,,2.482.753.187.421,2.340.289.970.664,,,2482753187421.0,2340289970664.0
232,232,232,- Giá trị hao mòn luỹ kế,,(1.218.205.916.826),(1.053.592.788.792),,,-1218205916826.0,-1053592788792.0
240,240,240,IV. Tài sản dở dang dài hạn,12,7.483.248.569.570,9.067.120.273.522,,12.0,7483248569570.0,9067120273522.0
241,241,241,"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",,214.362.850.276,195.804.240.940,,,214362850276.0,195804240940.0
242,242,242,2. Chi phí xây dựng cơ bản dở dang,,7.268.885.719.294,8.871.316.032.582,,,7268885719294.0,8871316032582.0
250,250,250,V. Đầu tư tài chính dài hạn,04,2.642.917.975.272,2.687.592.909.120,,4.0,2642917975272.0,2687592909120.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,1.958.492.542.280,2.258.208.135.808,,,1958492542280.0,2258208135808.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,329.068.105.622,358.702.878.861,,,329068105622.0,358702878861.0
254,254,254,3. Dự phòng giảm giá đầu tư tài chính dài hạn,,(37.517.822.411),(48.815.534.590),,,-37517822411.0,-48815534590.0
255,255,255,4. Đầu tư nằm giữ đến ngày đáo hạn,,392.875.149.781,119.497.429.041,,,392875149781.0,119497429041.0
260,260,260,VI. Tài sản dài hạn khác,,6.268.779.145.977,6.727.043.802.283,,,6268779145977.0,6727043802283.0
261,261,261,1. Chi phí trả trước dài hạn,17,5.871.412.008.061,6.204.462.521.120,,17.0,5871412008061.0,6204462521120.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,43a,300.331.804.167,245.690.231.161,,,300331804167.0,245690231161.0
263,263,263,"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",,97.035.333.749,108.625.965.905,,,97035333749.0,108625965905.0
269,269,269,4. Lợi thế thương mại,18,-,168.265.084.097,,18.0,,168265084097.0
270,270,270,TỔNG CỘNG TÀI SẢN,,86.282.461.490.860,83.383.682.512.004,,,86282461490860.0,83383682512004.0
