row_label_raw,row_label_full,STT,Tên Công ty,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Hoạt động kinh doanh chính,numeric__Tên Công ty,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Hoạt động kinh doanh chính
76,76,76,Công ty Cổ phần Cơ khí Vận tải Cao su Dầu Tiếng,"Khu phố 4A xã Dầu Tiếng, thành phố Hồ Chí Minh","65,39%","Dịch vụ vận tải hàng hóa bằng đường bộ; Sửa chữa máy móc, thiết bị sản xuất; Sửa chữa máy móc, thiết bị phương tiện vận tải (trừ thiết kế phương tiện giao thông đường bộ)",,,0.6539,
77,77,77,Công ty Cổ phần Cao su Lai Châu II,"Xã Bum Tờ, tỉnh Lai Châu","99,80%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.998,
78,78,78,Công ty Cổ phần Cao su Bà Rịa Kampong Thom,"Quốc lộ 56, xã Ngãi Giao, Thành phố Hồ Chí Minh","92,75%",Kinh doanh mù cao su thiên nhiên,,,0.9275,
79,79,79,Công ty TNHH Phát triển Cao su Bà Rịa Kampong Thom,"Huyện Santuk, tỉnh Kampong Thom, vương quốc Campuchia","92,75%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.9275,
80,80,80,Công ty Cổ phần Cao su Chư Sê Kampong Thom,"420 Hùng Vương, xã Chư Sê, tỉnh Gia Lai","99,95%",Kinh doanh mù cao su thiên nhiên; Trồng cây điều; Trồng cây cà phê,,,0.9995,
81,81,81,Công ty TNHH Phát triển Cao su C.R.C.K.2,"Huyện Stoung, tỉnh Kampong Thom, Vương quốc Campuchia","99,95%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.9995,
82,82,82,Công ty TNHH MTV Cao su Bean Heack,"420 Hùng Vương, xã Chư Sê, tỉnh Gia Lai","99,95%",Kinh doanh mù cao su thiên nhiên,,,0.9995,
83,83,83,Công ty TNHH Đầu tư Bean Heack,"Huyện Stoung, tỉnh Kampong Thom, Vương quốc Campuchia","99,95%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.9995,
84,84,84,Công ty Cổ phần Cao su Mang Yang Ratanakiri,"536 Nguyễn Huệ, xã Đắk Đoa, tỉnh Gia Lai","100,00%","Trồng cây cao su; Trồng rừng và chăm sóc rừng; Chăn nuôi trâu, bò; Sản xuất phân bón NPK; Vận tải hàng hóa bằng đường bộ",,,1.0,
85,85,85,Công ty TNHH MTV Cao su ChưMomRay,"Thôn 7, xã Ia Toi, huyện Ia H'Drai, tỉnh Kon Tum","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,
86,86,86,Công ty TNHH Đầu tư Phát triển Cao su Hoàng Anh Mang Yang K,"Tỉnh Rattanakiri, Campuchia","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,
87,87,87,Công ty TNHH MTV Chế biến gỗ Đắk Đoa,"Thôn II, xã Tân Bình, huyện Đak Đoa, tỉnh Gia Lai","100,00%","Sản xuất, chế biến, kinh doanh gỗ",,,1.0,
