row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,,,,
Vay và nợ,Tại ngày 31/12/2025 > Vay và nợ,Vay và nợ,1.446.793.217.535,1.526.123.400.920,-,2.972.916.618.455,1446793217535.0,1526123400920.0,,2972916618455.0
"Phải trả người bán, phải trảkhác","Tại ngày 31/12/2025 > Phải trả người bán, phải trảkhác","Phải trả người bán, phải trảkhác",2.704.703.662.870,172.420.876.535,-,2.877.124.539.405,2704703662870.0,172420876535.0,,2877124539405.0
Chi phí phải trả,Tại ngày 31/12/2025 > Chi phí phải trả,Chi phí phải trả,399.203.909.115,-,253.654.412.736,652.858.321.851,399203909115.0,,253654412736.0,652858321851.0
,,,4.550.700.789.520,1.698.544.277.455,253.654.412.736,6.502.899.479.711,4550700789520.0,1698544277455.0,253654412736.0,6502899479711.0
Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,Tại ngày 01/01/2025,,,,
Vay và nợ,Tại ngày 01/01/2025 > Vay và nợ,Vay và nợ,4.074.933.861.713,2.963.853.299.554,-,7.038.787.161.267,4074933861713.0,2963853299554.0,,7038787161267.0
"Phải trả người bán, phải trảkhác","Tại ngày 01/01/2025 > Phải trả người bán, phải trảkhác","Phải trả người bán, phải trảkhác",2.098.436.239.161,173.372.363.096,-,2.271.808.602.257,2098436239161.0,173372363096.0,,2271808602257.0
Chi phí phải trả,Tại ngày 01/01/2025 > Chi phí phải trả,Chi phí phải trả,443.960.994.408,-,438.988.933.162,882.949.927.570,443960994408.0,,438988933162.0,882949927570.0
,,,6.617.331.095.282,3.137.225.662.650,438.988.933.162,10.193.545.691.094,6617331095282.0,3137225662650.0,438988933162.0,10193545691094.0
