row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2025 > VND,Năm 2024 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2025 > VND,numeric__Năm 2024 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,31,29.099.643.438.453,26.267.016.732.896,,31.0,29099643438453.0,26267016732896.0
02,02,02,2. Cec khoản giám trừ doanh thu,32,21.587.754.133,25.072.618.051,,32.0,21587754133.0,25072618051.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch,33,29.078.055.684.320,26.241.944.114.845,,33.0,29078055684320.0,26241944114845.0
11,11,11,4. Giá vốn hàng bán,34,20.425.399.038.398,19.276.896.067.715,,34.0,20425399038398.0,19276896067715.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,8.652.656.645.922,6.965.048.047.130,,,8652656645922.0,6965048047130.0
21,21,21,6. Doanh thu hoạt động tài chính,35,1.091.453.680.369,957.207.763.983,,35.0,1091453680369.0,957207763983.0
22,22,22,7. Chi phí tài chính,36,310.672.333.715,464.998.442.921,,36.0,310672333715.0,464998442921.0
23,23,23,Trong đó: Chi phí lãi vay,,240.727.726.843,352.905.202.449,,,240727726843.0,352905202449.0
24,24,24,8. Phần lãi hoặc lỗ trong công ty liên kết,37,303.625.809.919,161.885.146.836,,37.0,303625809919.0,161885146836.0
25,25,25,9. Chi phí bán hàng,38,477.291.621.028,554.280.177.352,,38.0,477291621028.0,554280177352.0
26,26,26,10. Chi phí quản lý doanh nghiệp,39,3.209.454.785.461,2.325.102.410.148,,39.0,3209454785461.0,2325102410148.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,6.050.317.396.006,4.739.759.927.528,,,6050317396006.0,4739759927528.0
31,31,31,12. Thu nhập khác,40,1.958.882.211.302,1.378.217.343.266,,40.0,1958882211302.0,1378217343266.0
32,32,32,13. Chi phí khác,41,901.544.957.868,511.585.831.630,,41.0,901544957868.0,511585831630.0
40,40,40,14. Lợi nhuận khác,,1.057.337.253.434,866.631.511.636,,,1057337253434.0,866631511636.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,7.107.654.649.440,5.606.391.439.164,,,7107654649440.0,5606391439164.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,42,1.052.109.584.509,943.200.647.191,,42.0,1052109584509.0,943200647191.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,43c,56.984.169.367,(163.475.234.978),,,56984169367.0,-163475234978.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,5.998.560.895.564,4.826.666.026.951,,,5998560895564.0,4826666026951.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,5.318.551.565.051,3.988.716.618.482,,,5318551565051.0,3988716618482.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,680.009.330.513,837.949.408.469,,,680009330513.0,837949408469.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,44,1.250,895,,44.0,1250.0,895.0
