row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
,,,VND,VND,,
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,406.842.309.798,406.842.309.798,406842309798.0,406842309798.0
- Điều chỉnh khác,Nguyên giá > - Điều chỉnh khác,- Điều chỉnh khác,(305.961.170.232),-,-305961170232.0,
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,100.881.139.566,406.842.309.798,100881139566.0,406842309798.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,168.265.084.097,216.207.681.559,168265084097.0,216207681559.0
"- Số phân bổ, tổn thất trong năm","Giá trị hao mòn lũy kế > - Số phân bổ, tổn thất trong năm","- Số phân bổ, tổn thất trong năm",-,22.369.544.142,,22369544142.0
- Điều chỉnh khác,Giá trị hao mòn lũy kế > - Điều chỉnh khác,- Điều chỉnh khác,(67.383.944.531),-,-67383944531.0,
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,100.881.139.566,238.577.225.701,100881139566.0,238577225701.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,238.577.225.701,190.634.628.239,238577225701.0,190634628239.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,-,168.265.084.097,,168265084097.0
