row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
,,,VND,VND,,
Giá vốn sản xuất và kinh doanh mù cao su,Giá vốn sản xuất và kinh doanh mù cao su,Giá vốn sản xuất và kinh doanh mù cao su,16.628.850.043.290,14.908.921.919.552,16628850043290.0,14908921919552.0
Giá vốn sản xuất và kinh doanh các sản phẩm từ cao su,Giá vốn sản xuất và kinh doanh các sản phẩm từ cao su,Giá vốn sản xuất và kinh doanh các sản phẩm từ cao su,437.962.797.076,413.597.097.379,437962797076.0,413597097379.0
Giá vốn chế biến gỗ,Giá vốn chế biến gỗ,Giá vốn chế biến gỗ,1.947.905.754.753,1.866.890.899.093,1947905754753.0,1866890899093.0
"Giá vốn kinh doanh bất động sản, cơ sở hạ tầng","Giá vốn kinh doanh bất động sản, cơ sở hạ tầng","Giá vốn kinh doanh bất động sản, cơ sở hạ tầng",469.820.186.746,291.554.969.729,469820186746.0,291554969729.0
Giá vốn dịch vụ duy tu bảo dưỡng hạ tầng Khu Công nghiệp,Giá vốn dịch vụ duy tu bảo dưỡng hạ tầng Khu Công nghiệp,Giá vốn dịch vụ duy tu bảo dưỡng hạ tầng Khu Công nghiệp,38.341.858.348,6.247.111.221,38341858348.0,6247111221.0
"Giá vốn dịch vụ kinh doanh điện, nước","Giá vốn dịch vụ kinh doanh điện, nước","Giá vốn dịch vụ kinh doanh điện, nước",106.539.542.811,79.699.936.450,106539542811.0,79699936450.0
"Giá vốn dịch vụ du lịch, nhà hàng, khách sạn","Giá vốn dịch vụ du lịch, nhà hàng, khách sạn","Giá vốn dịch vụ du lịch, nhà hàng, khách sạn",145.980.817,146.158.884,145980817.0,146158884.0
Giá vốn kinh doanh điện năng,Giá vốn kinh doanh điện năng,Giá vốn kinh doanh điện năng,307.697.823.370,268.869.356.370,307697823370.0,268869356370.0
Giá vốn bán hàng hóa và cung cấp dịch vụ khác,Giá vốn bán hàng hóa và cung cấp dịch vụ khác,Giá vốn bán hàng hóa và cung cấp dịch vụ khác,480.655.164.422,1.440.968.619.037,480655164422.0,1440968619037.0
Dự phòng/(Hoàn nhập) dự phòng giảm giá hàng tồn kho,Dự phòng/(Hoàn nhập) dự phòng giảm giá hàng tồn kho,Dự phòng/(Hoàn nhập) dự phòng giảm giá hàng tồn kho,7.479.886.765,-,7479886765.0,
,,,20.425.399.038.398,19.276.896.067.715,20425399038398.0,19276896067715.0
Trong đó: Tổng giá trị mua vào từ các bên liên quan,Trong đó: Tổng giá trị mua vào từ các bên liên quan,Trong đó: Tổng giá trị mua vào từ các bên liên quan,2.466.716.262,14.499.672.761,2466716262.0,14499672761.0
