row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,01/01/2025,01/01/2025_1,numeric__31/12/2025,numeric__31/12/2025_1,numeric__01/01/2025,numeric__01/01/2025_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
- Hàng mua đang di đường,- Hàng mua đang di đường,- Hàng mua đang di đường,82.107.892.068,-,14.146.720.590,-,82107892068.0,,14146720590.0,
"- Nguyên liệu, vật liệu","- Nguyên liệu, vật liệu","- Nguyên liệu, vật liệu",539.127.341.649,(2.540.206.285),355.518.608.981,(1.927.109.766),539127341649.0,-2540206285.0,355518608981.0,-1927109766.0
"- Công cụ, dụng cụ","- Công cụ, dụng cụ","- Công cụ, dụng cụ",228.767.841.804,(532.782.992),211.777.876.342,(56.488.460),228767841804.0,-532782992.0,211777876342.0,-56488460.0
- Chi phí sản xuất kinh doanh dở dang,- Chi phí sản xuất kinh doanh dở dang,- Chi phí sản xuất kinh doanh dở dang,950.568.903.064,-,858.255.763.728,-,950568903064.0,,858255763728.0,
- Thành phẩm,- Thành phẩm,- Thành phẩm,4.842.182.749.205,(21.728.129.275),2.851.150.743.593,(16.988.744.455),4842182749205.0,-21728129275.0,2851150743593.0,-16988744455.0
- Hàng hoá,- Hàng hoá,- Hàng hoá,14.578.077.856,(3.853.339.171),48.713.912.666,(3.406.454.206),14578077856.0,-3853339171.0,48713912666.0,-3406454206.0
- Hàng gửi đi bán,- Hàng gửi đi bán,- Hàng gửi đi bán,39.310.556.122,(40.809.914),20.614.905.681,(34.865.443),39310556122.0,-40809914.0,20614905681.0,-34865443.0
- Hàng hoá bắt động sản,- Hàng hoá bắt động sản,- Hàng hoá bắt động sản,-,-,13.745.601.075,-,,,13745601075.0,
,,,6.696.643.361.768,(28.695.267.637),4.373.924.132.656,(22.413.662.330),6696643361768.0,-28695267637.0,4373924132656.0,-22413662330.0
