row_label_raw,row_label_full,STT,Tên Công ty,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Hoạt động kinh doanh chính,numeric__Tên Công ty,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Hoạt động kinh doanh chính
51,51,51,Công ty Cổ phần Cao su Sa Thầy,"308E Phan Đình Phùng, phường Đắk Cẩm, tỉnh Quảng Ngãi","95,36%",Trồng và chăm sóc cây cao su,,,0.9536,
52,52,52,Công ty Cổ phần Đầu tư và Phát triển Cao su Nghệ An,"17 Phan Đăng Lưu, phường Trường Vinh, tỉnh Nghệ An","93,03%","Trồng cây cao su: trồng, chăm sóc, khai thác và chế biến cao su nguyên chất; Trồng rừng và chăm sóc rừng",,,0.9303,
53,53,53,Công ty Cổ phần Cao su Tân Biên Kampong Thom,"Tổ 8, áp Thạnh Phú, xã Tân Hội, tỉnh Tây Ninh","99,07%",Kinh doanh mù cao su thiên nhiên,,,0.9906999999999999,
54,54,54,Công ty TNHH Phát triển Cao su Tân Biên Kampong Thom,"Huyện Santuk, tỉnh Kampong Thom, Vương quốc Campuchia","99,07%","Trồng, chăm sóc, khai thác, chế biến và tiêu thụ cao su thiên nhiên",,,0.9906999999999999,
55,55,55,Công ty TNHH MTV Cao su Mê Kông,"Tổ 8, áp Thạnh Phú, xã Tân Hội, tỉnh Tây Ninh","99,07%",Kinh doanh mù cao su thiên nhiên,,,0.9906999999999999,
56,56,56,Công ty TNHH Cao su Mê Kông,"Xã Kroyer, huyện Prasat Balang, tỉnh Kampong Thom, Vương quốc Campuchia","99,07%","Trồng, chăm sóc, khai thác, chế biến và tiêu thụ cao su thiên nhiên",,,0.9906999999999999,
57,57,57,Công ty Cổ phần Cao su Bà Rịa,"Áp Đức Trung, xã Ngãi Giao, thành phố Hồ Chí Minh","97,47%","Trồng, chăm sóc, khai thác, chế biến và kinh doanh mù cao su thiên nhiên; Dịch vụ khách sạn và du lịch",,,0.9747,
58,58,58,Công ty Cổ phần Cao su Phú Riềng Kratie,"Thôn Phú Nguyên, xã Phú Riềng, tỉnh Đồng Nai","70,00%",Sản xuất sản phẩm khác từ cao su; Trồng rừng và chăm sóc rừng; Trồng cây cao su,,,0.7,
59,59,59,Công ty Cổ phần VRG Phú Yên,"Lô 01-11, khu phố mới Hùng Vương, đường Hùng Vương, phường Tuy Hoà, tỉnh Đắk Lắk","94,70%","Đầu tư xây dựng, quản lý vận hành và kinh doanh điện thương phẩm các nhà máy thủy điện. Đầu tư trồng, khai thác, chế biến cao su",,,0.9470000000000001,
60,60,60,Công ty Cổ phần Cao su Tân Biên,"Tổ 2, áp Thạnh Phú, xã Tân Hội, tỉnh Tây Ninh","98,46%","Trồng trọt, công nghiệp hóa chất phân bón và cao su; Sản xuất, kinh doanh vật tư, dụng cụ phục vụ sản xuất nông nghiệp",,,0.9845999999999999,
61,61,61,Công ty Cổ phần Khu Công nghiệp Dầu Giấy,"Km2, tỉnh lộ 769, xã Dầu Giấy, tỉnh Đồng Nai","71,04%","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",,,0.7104,
62,62,62,Công ty Cổ phần Khu Công nghiệp Long Khánh,"Khu công nghiệp Long Khánh, phường Bình Lộc, tỉnh Đồng Nai","75,68%","Kinh doanh bất động sản, đầu tư xây dựng và kinh doanh cơ sở hạ tầng khu công nghiệp",,,0.7568,
