row_label_raw,row_label_full,col_0,31/12/2025 > Tỷ lệ lợi ích,31/12/2025 > Tỷ lệ quyền biểu quyết,31/12/2025 > Giá trị ghi sở theo phương pháp vốn chủ sở hữu,01/01/2025 > Tỷ lệ lợi ích,01/01/2025 > Tỷ lệ quyền biểu quyết,01/01/2025 > Giá trị ghi sở theo phương pháp vốn chủ sở hữu,numeric__31/12/2025 > Tỷ lệ lợi ích,numeric__31/12/2025 > Tỷ lệ quyền biểu quyết,numeric__31/12/2025 > Giá trị ghi sở theo phương pháp vốn chủ sở hữu,numeric__01/01/2025 > Tỷ lệ lợi ích,numeric__01/01/2025 > Tỷ lệ quyền biểu quyết,numeric__01/01/2025 > Giá trị ghi sở theo phương pháp vốn chủ sở hữu
,,,,,VND,,,VND,,,,,,
- Công ty Cổ phần Vi sinh Việt Mỹ,- Công ty Cổ phần Vi sinh Việt Mỹ,- Công ty Cổ phần Vi sinh Việt Mỹ,"35,94%","35,94%",3.920.635.455,"35,94%","35,94%",3.919.708.472,0.3594,0.3594,3920635455.0,0.3594,0.3594,3919708472.0
- Công ty TNHH Đô thị và Công nghiệp Nam Tân Uyên,- Công ty TNHH Đô thị và Công nghiệp Nam Tân Uyên,- Công ty TNHH Đô thị và Công nghiệp Nam Tân Uyên,"20,00%","20,00%",79.933.191.060,"20,00%","20,00%",79.971.736.852,0.2,0.2,79933191060.0,0.2,0.2,79971736852.0
- Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,- Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,- Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,"49,00%","49,00%",258.815.349.532,"49,00%","49,00%",460.178.332.007,0.49,0.49,258815349532.0,0.49,0.49,460178332007.0
- Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao su Việt Nam,- Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao su Việt Nam,- Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao su Việt Nam,"39,35%","39,35%",137.777.611.379,"39,35%","39,35%",171.922.647.960,0.3935,0.3935,137777611379.0,0.3935,0.3935,171922647960.0
- Công ty Cổ phần Đầu tư Vĩnh Sơn,- Công ty Cổ phần Đầu tư Vĩnh Sơn,- Công ty Cổ phần Đầu tư Vĩnh Sơn,"21,54%","21,54%",49.458.576.121,,,,0.21539999999999998,0.21539999999999998,49458576121.0,,,
,,,,,1.958.492.542.280,,,2.258.208.135.808,,,1958492542280.0,,,2258208135808.0
