row_label_raw,row_label_full,col_0,col_1,31/12/2025,01/01/2025,numeric__col_1,numeric__31/12/2025,numeric__01/01/2025
,,,,VND,VND,,,
a),a),a),Short-term,,,,,
a),a),a),- Interest expense,"36,085,353,732","70,031,439,552",,,
a),a),a),- Accrued land rental expenses,"29,043,263,133","5,395,585,866",,,
a),a),a),- Accrued expenses for outsourcing services,"17,505,328,870","11,812,408,180",,,
a),a),a),"- Accrued expenses of land lease, industrial park infrastructure usage fees,and wastewater treatment services","154,087,536,077","160,420,285,078",,,
a),a),a),- Others,"162,482,427,303","196,301,275,732",,,
a),a),a),,"399,203,909,115","443,960,994,408",,,
b),b),b),Long-term,,,,,
b),b),b),"- Accrued expenses of land lease, industrial park infrastructure usage fees,and wastewater treatment services","253,654,412,736","204,139,277,098",,,
b),b),b),- Others,-,"234,849,656,064",,,
b),b),b),,"253,654,412,736","438,988,933,162",,,
