row_label_raw,row_label_full,Mr. Tran Cong Kha,Chairman,col_2,numeric__Chairman,numeric__col_2
Mr. Le Thanh Hung,Mr. Le Thanh Hung,Mr. Le Thanh Hung,Member,,,
Mr. Ha Van Khuong,Mr. Ha Van Khuong,Mr. Ha Van Khuong,Member,,,
Mr. Nguyen Hay,Mr. Nguyen Hay,Mr. Nguyen Hay,Member,,,
Mr. Do Huu Phuoc,Mr. Do Huu Phuoc,Mr. Do Huu Phuoc,Member,,,
Mr. Nguyen Dong Phong,Mr. Nguyen Dong Phong,Mr. Nguyen Dong Phong,Member,,,
Mr. Truong Minh Trung,Mr. Truong Minh Trung,Mr. Truong Minh Trung,Member,Appointed on 05/11/2025,,
Mrs. Huynh Thi Cam Hong,Mrs. Huynh Thi Cam Hong,Mrs. Huynh Thi Cam Hong,Member,Appointed on 05/11/2025,,
Mr. Tran Ngoc Thuan,Mr. Tran Ngoc Thuan,Mr. Tran Ngoc Thuan,Member,Resigned from 17/06/2025,,
