row_label_raw,row_label_full,STT,Vị trí thừa đất thuê,Mục đích thuê,Diện tích (m2),Phương thức thanh toán tiền thuê,numeric__Vị trí thừa đất thuê,numeric__Mục đích thuê,numeric__Diện tích (m2),numeric__Phương thức thanh toán tiền thuê
1,1,1,Tỉnh An Giang,Chế biến gỗ,"88.506,00",Được miễn tiền thuê đất theo quy định.,,,88506.0,
2,2,2,Tỉnh Tây Ninh,Sản xuất và kinh doanh mù cao su,"140.392.884,10",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,140392884.1,
2,2,2,Tỉnh Tây Ninh,Sản xuất và kinh doanh mù cao su,"1.642.024,80",Được miễn tiền thuê đất theo quy định.,,,1642024.8,
3,3,3,Thành phố Hồ Chí Minh,Sản xuất và kinh doanh mù cao su,"301.680.073,22",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,301680073.22,
3,3,3,Thành phố Hồ Chí Minh,"Xây dựng, bắt động sản, cơ sở hạ tầng","1.956.482,11",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,1956482.11,
3,3,3,Thành phố Hồ Chí Minh,"Xây dựng, bắt động sản, cơ sở hạ tầng","11.343.359,10",Thanh toán một lần cho toàn bộ thời gian thuê.,,,11343359.1,
3,3,3,Thành phố Hồ Chí Minh,Chế biến gỗ,"62.200,00",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,62200.0,
4,4,4,Tỉnh Đắk Lắk,Kinh doanh điện năng,"421.896,20",Được miễn tiền thuê đất theo quy định.,,,421896.2,
4,4,4,Tỉnh Đắk Lắk,Kinh doanh điện năng,"224.104,70",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,224104.7,
4,4,4,Tỉnh Đắk Lắk,Sản xuất và kinh doanh mù cao su,"2.102.762,00",Được miễn tiền thuê đất theo quy định.,,,2102762.0,
4,4,4,Tỉnh Đắk Lắk,Sản xuất và kinh doanh mù cao su,"95.833.116,20",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,95833116.2,
5,5,5,Tỉnh Đồng Nai,"Dịch vụ du lịch, nhà hàng, khách sạn, bệnh viện","60.750,00",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,60750.0,
5,5,5,Tỉnh Đồng Nai,Sản xuất và kinh doanh mù cao su,"500.978.433,70",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,500978433.7,
5,5,5,Tỉnh Đồng Nai,"Xây dựng, bắt động sản, cơ sở hạ tầng","5.958.281,00",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,5958281.0,
5,5,5,Tỉnh Đồng Nai,"Xây dựng, bắt động sản, cơ sở hạ tầng","2.173.538,00",Thanh toán một lần cho toàn bộ thời gian thuê.,,,2173538.0,
6,6,6,Tỉnh Bình Phước,"Dịch vụ du lịch, nhà hàng, khách sạn, bệnh viện","466,30",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,466.3,
6,6,6,Tỉnh Bình Phước,Sản xuất và kinh doanh mù cao su,"257.010.121,23",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,257010121.23,
7,7,7,Tỉnh Gia Lai,Sản xuất và kinh doanh mù cao su,"24.147.600,00",Được miễn tiền thuê đất theo quy định.,,,24147600.0,
7,7,7,Tỉnh Gia Lai,Sản xuất và kinh doanh mù cao su,"262.065.908,50",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,262065908.5,
7,7,7,Tỉnh Gia Lai,"Xây dựng, bắt động sản, cơ sở hạ tầng","92.864.891,00",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,92864891.0,
7,7,7,Tỉnh Gia Lai,"Dịch vụ du lịch, nhà hàng, khách sạn, bệnh viện","14.742,20",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,14742.2,
