row_label_raw,row_label_full,No.,Name of Company,Place of establishment,Rate of interest,Principal activities,numeric__Name of Company,numeric__Place of establishment,numeric__Rate of interest,numeric__Principal activities
25,25,25,Geruco Song Con Hydro Power JSC,"Ngat hamlet, Song Kon commune, Da Nang city",77.25%,"Investment in construction, operation management and production of electricity; Construction of civil works, irrigation works, hydropower plants, transportation infrastructure, airports, seaports, bridges, culverts and infrastructure works for urban areas and industrial zones",,,77.25,
26,26,26,VRG - Bao Loc JSC,"No. 263 Hoang Van Thu street, Ward 1, Bao Loc city, Lam Dong province",80.93%,"Production and business of hydropower; Construction of industrial works, transportation infrastructure, irrigation works and hydropower plants",,,80.93,
27,27,27,VRG - Dak Nong JSC,"Residential Group 10, Mac Thi Buoi Street, Bac Gia Nghia ward, Lam Dong province",91.34%,"Investment in construction, operation management and trading of electricity from hydropower plants; Investment in planting, tending, exploiting and processing rubber, other industrial crops and afforestation",,,91.34,
