row_label_raw,row_label_full,STT,Tên Công ty,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Hoạt động kinh doanh chính,numeric__Tên Công ty,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Hoạt động kinh doanh chính
63,63,63,Công ty Cổ phần Cao su Hà Giang,"Nhóm 4, Tổ 9, xã Bắc Quang, tỉnh Tuyên Quang","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cây cao su; Dịch vụ hỗ trợ trồng mới; Chăn nuôi gia súc; Trồng và chăm sóc rừng; Chế biến gỗ; Đại lý mua bán tận thu mù cao su",,,1.0,
64,64,64,Công ty Cổ phần Cao su Trường Phát,"Áp 1, phường Chánh Phú Hòa, thành phố Hồ Chí Minh","55,09%",Chế biến gỗ; Mua bán mù cao su,,,0.5509000000000001,
65,65,65,Công ty Cổ phần Cao su Đồng Phú Kratie,"Áp Thuận Phú I, xã Thuận Lợi, tỉnh Đồng Nai","62,20%",Kinh doanh mù cao su thiên nhiên,,,0.622,
66,66,66,Công ty TNHH Phát triển Cao su Đồng Phú Kratie,"Huyện Kratie, tỉnh Kratie, Vương Quốc Campuchia","62,20%","Trồng, chăm sóc, khai thác, chế biến cao su",,,0.622,
67,67,67,Công ty Cổ phần Cao su Đồng Nai Kratie,"Áp Trung Tâm, phường Xuân Lập, tỉnh Đồng Nai","88,73%","Kinh doanh mù cao su thiên nhiên và cây nông nghiệp. Sản xuất, mua bán vật tư nông nghiệp",,,0.8873000000000001,
68,68,68,Công ty TNHH Phát triển Cao su Đồng Nai Kratie,"Huyện Kratie, tỉnh Kratie, Vương Quốc Campuchia","88,73%","Trồng, chăm sóc, khai thác, chế biến cao su",,,0.8873000000000001,
69,69,69,Công ty Cổ phần Thủy điện VRG Ngọc Linh,"Xã Đắk Pék, tỉnh Quảng Ngãi","77,46%","Sản xuất, truyền tải và phân phối điện",,,0.7746,
70,70,70,Công ty Cổ phần Cao su Kỹ thuật Đồng Phú,"Xã Đồng Phú, tỉnh Đồng Nai","41,13%","Chế biến cao su kỹ thuật và các sản phẩm dân dụng từ cao su; Kinh doanh thương mại, xuất nhập khẩu cao su, vất tư, phân bón, hóa chất",,,0.4113,
71,71,71,Công ty Cổ phần Cao su Bảo Lâm,"Xã Bảo Lâm 5, tỉnh Lâm Đồng","93,83%","Trồng, khai thác và chế biến cao su thiên nhiên. Quản lý, bảo vệ, trồng rừng, khai thác và chế biến lâm sản",,,0.9383,
72,72,72,Công ty Cổ phần Khu Công nghiệp An Điền,"Khu Công nghiệp Rạch Bắp, đường D1, phường Long Nguyên, thành phố Hồ Chí Minh","92,67%","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",,,0.9267,
73,73,73,Công ty Cổ phần Gỗ MDF VRG Kiên Giang,"Lô M, đường số 1, Khu Công nghiệp Thanh Lộc, xã Thạnh Hưng, tỉnh An Giang","99,82%","Sản xuất gỗ dán, gỗ lạnh, ván ép và ván mòng khác; Trồng rừng và chăm sóc rừng",,,0.9982,
74,74,74,Công ty Cổ phần Đầu tư Xây dựng Cao su Phú Thịnh,"Xã Phú Riềng, tỉnh Đồng Nai","87,65%","Trồng, chăm sóc, khai thác và chế biến mù cao su; chế biến gỗ",,,0.8765000000000001,
75,75,75,Công ty Cổ phần Chế biến Xuất nhập khẩu Gỗ Tây Ninh,"Áp Bến Mương, xã Thạnh Đức, tỉnh Tây Ninh","50,67%","Cưa, xẻ, bảo gỗ và bảo quản gỗ; Khai thác gỗ; Sản xuất gỗ dán, gỗ lạnh, ván ép và ván mòng khác",,,0.5067,
