row_label_raw,row_label_full,col_0,31/12/2025 > Giá gốc,31/12/2025 > Giá trị hợp lý,31/12/2025 > Dự phòng,01/01/2025 > Giá gốc,01/01/2025 > Giá trị hợp lý,01/01/2025 > Dự phòng,numeric__31/12/2025 > Giá gốc,numeric__31/12/2025 > Giá trị hợp lý,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá gốc,numeric__01/01/2025 > Giá trị hợp lý,numeric__01/01/2025 > Dự phòng
,,,VND,VND,VND,VND,VND,VND,,,,,,
"- Công ty Cổ phần Đầu tư Sài Gòn VRG (Mã chứng khoán: SIP) (1,1)","- Công ty Cổ phần Đầu tư Sài Gòn VRG (Mã chứng khoán: SIP) (1,1)","- Công ty Cổ phần Đầu tư Sài Gòn VRG (Mã chứng khoán: SIP) (1,1)",91.001.763.420,1.165.751.287.200,-,91.001.763.420,1.573.902.449.100,-,91001763420.0,1165751287200.0,,91001763420.0,1573902449100.0,
- Công ty Cổ phần Điện Việt Lào,- Công ty Cổ phần Điện Việt Lào,- Công ty Cổ phần Điện Việt Lào,79.567.924.335,,-,79.567.924.335,,-,79567924335.0,,,79567924335.0,,
- Công ty Cổ phần Đầu tư Vĩnh Sơn,- Công ty Cổ phần Đầu tư Vĩnh Sơn,- Công ty Cổ phần Đầu tư Vĩnh Sơn,,,,51.808.000.000,,(6.482.007.482),,,,51808000000.0,,-6482007482.0
"- Công ty Cổ phần EVN Quốc Tế (Mã chứng khoán: EIC) (1,1)","- Công ty Cổ phần EVN Quốc Tế (Mã chứng khoán: EIC) (1,1)","- Công ty Cổ phần EVN Quốc Tế (Mã chứng khoán: EIC) (1,1)",44.118.073.392,113.616.000.000,-,44.118.073.392,94.176.000.000,-,44118073392.0,113616000000.0,,44118073392.0,94176000000.0,
- Công ty Cổ phần Kinh doanh BOT Đường ĐT.741,- Công ty Cổ phần Kinh doanh BOT Đường ĐT.741,- Công ty Cổ phần Kinh doanh BOT Đường ĐT.741,26.350.000.000,,-,-,,-,26350000000.0,,,,,
"- Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần (Mã chứng khoán: TLA) (1,1)","- Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần (Mã chứng khoán: TLA) (1,1)","- Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần (Mã chứng khoán: TLA) (1,1)",24.418.782.000,31.744.416.600,-,24.418.782.000,18.837.733.714,(5.581.048.286),24418782000.0,31744416600.0,,24418782000.0,18837733714.0,-5581048286.0
- Công ty Cổ phần BOT QL13 An Lộc - Hoa Lư,- Công ty Cổ phần BOT QL13 An Lộc - Hoa Lư,- Công ty Cổ phần BOT QL13 An Lộc - Hoa Lư,23.082.813.181,,(23.082.813.181),23.082.813.181,,(23.082.813.181),23082813181.0,,-23082813181.0,23082813181.0,,-23082813181.0
- Công ty Cổ phần Du lịch Sài Gòn Đông Hà,- Công ty Cổ phần Du lịch Sài Gòn Đông Hà,- Công ty Cổ phần Du lịch Sài Gòn Đông Hà,13.877.341.956,,(12.165.866.913),13.877.341.956,,(11.504.134.130),13877341956.0,,-12165866913.0,13877341956.0,,-11504134130.0
- Công ty TNHH Đầu tư Phú Việt Tín,- Công ty TNHH Đầu tư Phú Việt Tín,- Công ty TNHH Đầu tư Phú Việt Tín,12.500.000.000,,-,12.500.000.000,,-,12500000000.0,,,12500000000.0,,
- Công ty Cổ phần Mía đường Thanh Hóa,- Công ty Cổ phần Mía đường Thanh Hóa,- Công ty Cổ phần Mía đường Thanh Hóa,4.897.408.624,,-,4.897.408.624,,-,4897408624.0,,,4897408624.0,,
- Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,- Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,- Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,3.850.000.000,,(465.143.603),3.850.000.000,,(215.512.850),3850000000.0,,-465143603.0,3850000000.0,,-215512850.0
- Công ty Cổ phần Tuấn Lộc Quảng Trị,- Công ty Cổ phần Tuấn Lộc Quảng Trị,- Công ty Cổ phần Tuấn Lộc Quảng Trị,3.000.000.000,,-,3.000.000.000,,-,3000000000.0,,,3000000000.0,,
- Công ty Cổ phần Đầu tư Xây dựng và Xuất nhập khẩu Cao su,- Công ty Cổ phần Đầu tư Xây dựng và Xuất nhập khẩu Cao su,- Công ty Cổ phần Đầu tư Xây dựng và Xuất nhập khẩu Cao su,1.500.000.000,,(1.500.000.000),1.500.000.000,,(1.418.084.760),1500000000.0,,-1500000000.0,1500000000.0,,-1418084760.0
- Công ty Cổ phần Địa Ốc MB,- Công ty Cổ phần Địa Ốc MB,- Công ty Cổ phần Địa Ốc MB,600.000.000,,-,600.000.000,,-,600000000.0,,,600000000.0,,
- Công ty Cổ phần Chế biến Gỗ Xuất khẩu Địa Ốc Cao su,- Công ty Cổ phần Chế biến Gỗ Xuất khẩu Địa Ốc Cao su,- Công ty Cổ phần Chế biến Gỗ Xuất khẩu Địa Ốc Cao su,303.998.714,,(303.998.714),303.998.714,,-,303998714.0,,-303998714.0,303998714.0,,
- Công ty Cổ phần Vi sinh Việt Mỹ,- Công ty Cổ phần Vi sinh Việt Mỹ,- Công ty Cổ phần Vi sinh Việt Mỹ,-,,-,4.176.773.239,,(531.933.901),,,,4176773239.0,,-531933901.0
,,,329.068.105.622,1.311.111.703.800,(37.517.822.411),358.702.878.861,1.686.916.182.814,(48.815.534.590),329068105622.0,1311111703800.0,-37517822411.0,358702878861.0,1686916182814.0,-48815534590.0
