row_label_raw,row_label_full,col_0,col_1,Currency,Interest rate,Guarantee,Purpose,31/12/2025,31/12/2025_1,numeric__col_1,numeric__Currency,numeric__Interest rate,numeric__Guarantee,numeric__Purpose,numeric__31/12/2025,numeric__31/12/2025_1
,,,,Currency,Interest rate,Guarantee,Purpose,USD/ KHR,VND,,,,,,,
Finance lease liabilities,Finance lease liabilities,Finance lease liabilities,Finance lease liabilities,Finance lease liabilities,Finance lease liabilities,Finance lease liabilities,Finance lease liabilities,Finance lease liabilities,Finance lease liabilities,,,,,,,
- Chailease Leasing Limited,- Chailease Leasing Limited,- Chailease Leasing Limited,International Company,VND,From 10.14% per annum to 10.7% per annum,"Deposit pledge of VND 134,596,000","Finance lease of Forklift truck (Heli brand), leased asset value: VND 665,000,000, lease term: 48 months Finance lease of Wheel loader, XCMG LW500KN model, leased asset value: VND 1,325,720,000,000, lease term: 48 months",,"708,592,020708,592,020",,,,,,,
- Chailease Leasing Limited,- Chailease Leasing Limited,- Chailease Leasing Limited,International Company,VND,From 10.14% per annum to 10.7% per annum,"Deposit pledge of VND 134,596,000","Finance lease of Forklift truck (Heli brand), leased asset value: VND 665,000,000, lease term: 48 months Finance lease of Wheel loader, XCMG LW500KN model, leased asset value: VND 1,325,720,000,000, lease term: 48 months",,"708,592,020708,592,020",,,,,,,
- Chailease Leasing Limited,- Chailease Leasing Limited,- Chailease Leasing Limited,International Company,VND,From 10.14% per annum to 10.7% per annum,"Deposit pledge of VND 134,596,000","Finance lease of Forklift truck (Heli brand), leased asset value: VND 665,000,000, lease term: 48 months Finance lease of Wheel loader, XCMG LW500KN model, leased asset value: VND 1,325,720,000,000, lease term: 48 months",,"708,592,020708,592,020",,,,,,,
- Chailease Leasing Limited,- Chailease Leasing Limited,- Chailease Leasing Limited,International Company,VND,From 10.14% per annum to 10.7% per annum,"Deposit pledge of VND 134,596,000","Finance lease of Forklift truck (Heli brand), leased asset value: VND 665,000,000, lease term: 48 months Finance lease of Wheel loader, XCMG LW500KN model, leased asset value: VND 1,325,720,000,000, lease term: 48 months",,"708,592,020708,592,020",,,,,,,
- Chailease Leasing Limited,- Chailease Leasing Limited,- Chailease Leasing Limited,International Company,VND,From 10.14% per annum to 10.7% per annum,"Deposit pledge of VND 134,596,000","Finance lease of Forklift truck (Heli brand), leased asset value: VND 665,000,000, lease term: 48 months Finance lease of Wheel loader, XCMG LW500KN model, leased asset value: VND 1,325,720,000,000, lease term: 48 months",,"708,592,020708,592,020",,,,,,,
- Chailease Leasing Limited,- Chailease Leasing Limited,- Chailease Leasing Limited,International Company,VND,From 10.14% per annum to 10.7% per annum,"Deposit pledge of VND 134,596,000","Finance lease of Forklift truck (Heli brand), leased asset value: VND 665,000,000, lease term: 48 months Finance lease of Wheel loader, XCMG LW500KN model, leased asset value: VND 1,325,720,000,000, lease term: 48 months",,"708,592,020708,592,020",,,,,,,
- Chailease Leasing Limited,- Chailease Leasing Limited,- Chailease Leasing Limited,International Company,VND,From 10.14% per annum to 10.7% per annum,"Deposit pledge of VND 134,596,000","Finance lease of Forklift truck (Heli brand), leased asset value: VND 665,000,000, lease term: 48 months Finance lease of Wheel loader, XCMG LW500KN model, leased asset value: VND 1,325,720,000,000, lease term: 48 months",,"708,592,020708,592,020",,,,,,,
- Chailease Leasing Limited,- Chailease Leasing Limited,- Chailease Leasing Limited,International Company,VND,From 10.14% per annum to 10.7% per annum,"Deposit pledge of VND 134,596,000","Finance lease of Forklift truck (Heli brand), leased asset value: VND 665,000,000, lease term: 48 months Finance lease of Wheel loader, XCMG LW500KN model, leased asset value: VND 1,325,720,000,000, lease term: 48 months",,"708,592,020708,592,020",,,,,,,
