row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2025 > VND,Năm 2024 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2025 > VND,numeric__Năm 2024 > VND
,,,I. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,1. Lợi nhuận trước thuế,,7.107.654.649.440,5.606.391.439.164,,,7107654649440.0,5606391439164.0
,,,2. Điều chỉnh cho các khoản,,,,,,,
02,02,02,- Khấu hao tài sản cố định và bắt động sản đầu tư,,3.102.362.980.207,2.703.728.428.563,,,3102362980207.0,2703728428563.0
03,03,03,- Các khoản dự phòng,,152.235.586.544,69.045.896.917,,,152235586544.0,69045896917.0
04,04,04,"- Lãi, lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,(18.837.987.855),(27.096.219.994),,,-18837987855.0,-27096219994.0
05,05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(2.321.500.878.918),(1.558.921.278.362),,,-2321500878918.0,-1558921278362.0
06,06,06,- Chi phí lãi vay,,240.727.726.843,352.905.202.449,,,240727726843.0,352905202449.0
07,07,07,- Các khoản điều chỉnh khác,,496.142.398.953,-,,,496142398953.0,
08,08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,8.758.784.475.214,7.146.053.468.737,,,8758784475214.0,7146053468737.0
09,09,09,"- Tăng, giảm các khoản phải thu",,(734.716.793.018),(16.162.233.548),,,-734716793018.0,-16162233548.0
10,10,10,"- Tăng, giảm hàng tồn kho",,(2.331.054.020.202),(985.786.557.745),,,-2331054020202.0,-985786557745.0
11,11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,3.276.785.589.290,1.214.983.143.497,,,3276785589290.0,1214983143497.0
12,12,12,"- Tăng, giảm chi phí trả trước",,(36.021.173.202),(2.574.992.566.751),,,-36021173202.0,-2574992566751.0
13,13,13,"- Tăng, giảm chứng khoán kinh doanh",,-,-,,,,
14,13 > 14,14,- Tiền lãi vay đã trả,,(274.673.812.663),(343.068.707.207),,,-274673812663.0,-343068707207.0
15,13 > 15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(1.231.204.982.393),(795.928.493.459),,,-1231204982393.0,-795928493459.0
16,13 > 16,16,- Tiền thu khác từ hoạt động kinh doanh,,416.189.088.587,1.340.912.360.433,,,416189088587.0,1340912360433.0
17,13 > 17,17,- Tiền chi khác cho hoạt động kinh doanh,,(889.739.096.261),(4.552.018.855.492),,,-889739096261.0,-4552018855492.0
20,13 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,6.954.349.275.352,433.991.558.465,,,6954349275352.0,433991558465.0
,,,II. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
21,13 > 21,21,"1. Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(1.157.963.965.157),(596.299.774.505),,,-1157963965157.0,-596299774505.0
22,13 > 22,22,"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,1.489.046.460.351,352.338.150.870,,,1489046460351.0,352338150870.0
23,13 > 23,23,"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(16.070.192.982.628),(2.160.763.241.581),,,-16070192982628.0,-2160763241581.0
24,13 > 24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,15.564.896.221.362,1.439.382.494.042,,,15564896221362.0,1439382494042.0
25,13 > 25,25,5. Tiền chi đầu tư góp vốn vào đơn vị khác,,-,(10.885.806.298),,,,-10885806298.0
26,13 > 26,26,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,3.136.092.729,-,,,3136092729.0,
27,13 > 27,27,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,1.579.888.107.269,358.920.028.113,,,1579888107269.0,358920028113.0
30,13 > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,1.408.809.933.926,(617.308.149.359),,,1408809933926.0,-617308149359.0
