row_label_raw,row_label_full,STT,Vị trí thừa đất thuê,Mục đích thuê,Diện tích (m2),Phương thức thanh toán tiền thuê,numeric__Vị trí thừa đất thuê,numeric__Mục đích thuê,numeric__Diện tích (m2),numeric__Phương thức thanh toán tiền thuê
8,8,8,Tỉnh Hà Tĩnh,Sản xuất và kinh doanh mũ cao su,"5.606.500,00",Được miễn tiền thuê đất theo quy định.,,,5606500.0,
8,8,8,Tỉnh Hà Tĩnh,Sản xuất và kinh doanh mũ cao su,"117.097.221,80",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,117097221.8,
8,8,8,Tỉnh Hà Tĩnh,"Đất rừng tự nhiên, đất trồng cây khác ngoài cao su","6.787.200,00",Được miễn tiền thuê đất theo quy định.,,,6787200.0,
8,8,8,Tỉnh Hà Tĩnh,"Đất rừng tự nhiên, đất trồng cây khác ngoài cao su","25.824.600,00",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,25824600.0,
8,8,8,Tỉnh Hà Tĩnh,"Đất rừng tự nhiên, đất trồng cây khác ngoài cao su","16.778.700,00",Đất Nhà nước giao không thu tiền,,,16778700.0,
8,8,8,Tỉnh Hà Tĩnh,Đất chờ trả về địa phương,"27.747.700,00",Đất chờ trả về địa phương,,,27747700.0,
9,9,9,Tỉnh Lâm Đồng,"Dịch vụ du lịch, nhà hàng, khách sạn, bệnh viện","1.404,00",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,1404.0,
9,9,9,Tỉnh Lâm Đồng,Kinh doanh điện năng,"662.600,00",Được miễn tiền thuê đất theo quy định.,,,662600.0,
9,9,9,Tỉnh Lâm Đồng,Sản xuất và kinh doanh mũ cao su,"36.020.866,00",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,36020866.0,
10,10,10,Thành phố Đà Nẵng,Sản xuất và kinh doanh mũ cao su,"48.994.030,88",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,48994030.88,
11,11,11,Tỉnh Quảng Ngãi,Chế biến gỗ,"42.474,00",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,42474.0,
11,11,11,Tỉnh Quảng Ngãi,"Dịch vụ du lịch, nhà hàng, khách sạn, bệnh viện","30.000,00",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,30000.0,
11,11,11,Tỉnh Quảng Ngãi,Sản xuất và kinh doanh mũ cao su,"147.269.091,80",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,147269091.8,
12,12,12,Tỉnh Quảng Trị,Sản xuất và kinh doanh mũ cao su,"44.796.794,00",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,44796794.0,
12,12,12,Tỉnh Quảng Trị,"Xây dựng, bất động sản, cơ sở hạ tầng","177.846,00",Được miễn tiền thuê đất theo quy định.,,,177846.0,
12,12,12,Tỉnh Quảng Trị,"Xây dựng, bất động sản, cơ sở hạ tầng","361.136,00",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,361136.0,
13,13,13,Tỉnh Lào Cai,Sản xuất và kinh doanh mũ cao su,"33.509.000,00",Được miễn tiền thuê đất theo quy định.,,,33509000.0,
14,14,14,Tỉnh Lai Châu,Sản xuất và kinh doanh mũ cao su,"57.654.200,00",Được miễn tiền thuê đất theo quy định.,,,57654200.0,
15,15,15,Tỉnh Sơn La,Sản xuất và kinh doanh mũ cao su,"20.646.212,40",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,20646212.4,
16,16,16,Tỉnh Điện Biên,Sản xuất và kinh doanh mũ cao su,"25.000,00",Được miễn tiền thuê đất theo quy định.,,,25000.0,
16,16,16,Tỉnh Điện Biên,Sản xuất và kinh doanh mũ cao su,"300.007,00",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,300007.0,
17,17,17,Vương quốc Campuchia,Sản xuất và kinh doanh mũ cao su,"774.643.500,00",Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,774643500.0,
18,18,18,Nước Cộng hòa Dân chủ Nhân dân Lào,Sản xuất và kinh doanh mũ cao su,,Thanh toán tiền thuê đất hàng năm cho đến ngày đáo hạn hợp đồng.,,,,
