row_label_raw,row_label_full,Code,ASSETS,Note,31/12/2025,01/01/2025,numeric__ASSETS,numeric__Note,numeric__31/12/2025,numeric__01/01/2025
,,,,,VND,VND,,,,
200,200,200,B. NON - CURRENT ASSETS,,"53,377,855,084,175","55,713,396,594,398",,,,
210,210,210,I. Long-term receivables,,"500,346,800,124","607,786,542,911",,,,
212,210 > 212,212,1. Long-term prepayments to suppliers,06,"2,857,884,972","3,049,584,972",,6.0,,
215,210 > 215,215,2. Long-term lending receivables,07,"764,008,700,083","787,511,137,957",,7.0,,
216,210 > 216,216,3. Other long-term receivables,08,"134,647,684,494","214,871,963,977",,8.0,,
219,219,219,4. Provision for long-term doubtful debts,,"(401,167,469,425)","(397,646,143,995)",,,,
220,220,220,II. Fixed assets,,"35,218,015,322,637","35,337,155,884,690",,,,
221,220 > 221,221,1. Tangible fixed assets,13,"35,103,249,769,220","35,216,722,037,923",,13.0,,
222,222,222,- Historical cost,,"60,750,581,425,614","58,319,330,687,217",,,,
223,223,223,- Accumulated depreciation,,"(25,647,331,656,394)","(23,102,608,649,294)",,,,
224,223 > 224,224,2. Finance lease fixed assets,14,"826,328,791","975,132,667",,14.0,,
225,225,225,- Historical cost,,"3,101,449,158","3,101,449,158",,,,
226,226,226,- Accumulated depreciation,,"(2,275,120,367)","(2,126,316,491)",,,,
227,226 > 227,227,3. Intangible fixed assets,15,"113,939,224,626","119,458,714,100",,15.0,,
228,228,228,- Historical cost,,"213,028,281,634","217,248,371,299",,,,
229,229,229,- Accumulated amortization,,"(99,089,057,008)","(97,789,657,199)",,,,
230,229 > 230,230,III. Investment properties,16,"1,264,547,270,595","1,286,697,181,872",,16.0,,
231,231,231,- Historical cost,,"2,482,753,187,421","2,340,289,970,664",,,,
232,232,232,- Accumulated depreciation,,"(1,218,205,916,826)","(1,053,592,788,792)",,,,
240,232 > 240,240,IV. Long-term assets in progress,12,"7,483,248,569,570","9,067,120,273,522",,12.0,,
241,241,241,1. Long-term work in progress,,"214,362,850,276","195,804,240,940",,,,
242,242,242,2. Construction in progress,,"7,268,885,719,294","8,871,316,032,582",,,,
250,242 > 250,250,V. Long-term financial investments,04,"2,642,917,975,272","2,687,592,909,120",,4.0,,
252,252,252,1. Investments in joint ventures and associates,,"1,958,492,542,280","2,258,208,135,808",,,,
253,253,253,2. Equity investments in other entities,,"329,068,105,622","358,702,878,861",,,,
254,254,254,3. Provision for devaluation of long-term investments,,"(37,517,822,411)","(48,815,534,590)",,,,
255,255,255,4. Held-to-maturity investments,,"392,875,149,781","119,497,429,041",,,,
260,260,260,VI. Other long-term assets,,"6,268,779,145,977","6,727,043,802,283",,,,
261,260 > 261,261,1. Long-term prepaid expenses,17,"5,871,412,008,061","6,204,462,521,120",,17.0,,
262,262,262,2. Deferred income tax assets,43a,"300,331,804,167","245,690,231,161",,,,
263,263,263,"3. Long-term equipment, supplies and spare parts",,"97,035,333,749","108,625,965,905",,,,
269,263 > 269,269,4. Goodwill,18,-,"168,265,084,097",,18.0,,
270,270,270,TOTAL ASSETS,,"86,282,461,490,860","83,383,682,512,004",,,,
