row_label_raw,row_label_full,col_0,Year 2025,Year 2024,numeric__Year 2025,numeric__Year 2024
,,,VND,VND,,
a) Proceeds from borrowings during the year,a) Proceeds from borrowings during the year,a) Proceeds from borrowings during the year,a) Proceeds from borrowings during the year,a) Proceeds from borrowings during the year,,
Proceeds from ordinary contracts,Proceeds from ordinary contracts,Proceeds from ordinary contracts,"3,945,720,539,873","6,577,822,955,117",,
b) Actual repayments on principal during the year,b) Actual repayments on principal during the year,b) Actual repayments on principal during the year,b) Actual repayments on principal during the year,b) Actual repayments on principal during the year,,
Repayment on principal from ordinary contracts,Repayment on principal from ordinary contracts,Repayment on principal from ordinary contracts,"8,024,442,882,044","6,118,940,467,694",,
c) Disposal of subsidiaries during the year,c) Disposal of subsidiaries during the year,c) Disposal of subsidiaries during the year,c) Disposal of subsidiaries during the year,c) Disposal of subsidiaries during the year,,
,,,Year 2025,Year 2024,,
,,,VND,VND,,
Total net proceeds from disposal of subsidiaries during the year,Total net proceeds from disposal of subsidiaries during the year,Total net proceeds from disposal of subsidiaries during the year,"3,136,092,729",-,,
In which:,In which:,In which:,In which:,In which:,,
- Disposal proceeds of subsidiaries received in cash and cash equivalents,- Disposal proceeds of subsidiaries received in cash and cash equivalents,- Disposal proceeds of subsidiaries received in cash and cash equivalents,"3,260,000,000",-,,
- Cash and cash equivalents actually held in the subsidiaries at the disposal date,- Cash and cash equivalents actually held in the subsidiaries at the disposal date,- Cash and cash equivalents actually held in the subsidiaries at the disposal date,"123,907,271",-,,
