row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2025 > VND,01/01/2025 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2025 > VND,numeric__01/01/2025 > VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,32.904.606.406.685,27.670.285.917.606,,,32904606406685.0,27670285917606.0
110,110,110,I. Tiền và các khoản tương đương tiền,03,8.237.433.366.831,5.778.855.663.194,,3.0,8237433366831.0,5778855663194.0
111,111,111,1. Tiền,,3.524.824.180.222,3.017.617.559.937,,,3524824180222.0,3017617559937.0
112,112,112,2. Các khoản tương đương tiền,,4.712.609.186.609,2.761.238.103.257,,,4712609186609.0,2761238103257.0
120,120,120,II. Đầu tư tài chính ngắn hạn,04,14.208.075.274.017,13.952.353.795.617,,4.0,14208075274017.0,13952353795617.0
121,121,121,1. Chứng khoán kinh doanh,,1.163.634.161,1.163.634.161,,,1163634161.0,1163634161.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(68.237.000),(68.237.000),,,-68237000.0,-68237000.0
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,,14.206.979.876.856,13.951.258.398.456,,,14206979876856.0,13951258398456.0
130,130,130,III. Các khoản phải thu ngắn hạn,,2.448.687.340.505,2.539.074.723.889,,,2448687340505.0,2539074723889.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,05,1.545.717.198.992,1.548.547.265.059,,5.0,1545717198992.0,1548547265059.0
132,132,132,2. Trả trước cho người bán ngắn hạn,06,277.167.608.712,354.480.392.462,,6.0,277167608712.0,354480392462.0
135,135,135,3. Phải thu về cho vay ngắn hạn,07,7.748.249.000,8.048.249.000,,7.0,7748249000.0,8048249000.0
136,136,136,4. Phải thu ngắn hạn khác,08,936.343.131.566,916.345.560.357,,8.0,936343131566.0,916345560357.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(393.693.384.568),(355.597.946.855),,,-393693384568.0,-355597946855.0
139,139,139,6. Tài sản thiếu chờ xử lý,09,75.404.536.803,67.251.203.866,,9.0,75404536803.0,67251203866.0
140,140,140,IV. Hàng tồn kho,11,6.667.948.094.131,4.351.510.470.326,,11.0,6667948094131.0,4351510470326.0
141,141,141,1. Hàng tồn kho,,6.696.643.361.768,4.373.924.132.656,,,6696643361768.0,4373924132656.0
149,149,149,2. Dự phòng giảm giả hàng tồn kho,,(28.695.267.637),(22.413.662.330),,,-28695267637.0,-22413662330.0
150,150,150,V. Tài sản ngắn hạn khác,,1.342.462.331.201,1.048.491.264.580,,,1342462331201.0,1048491264580.0
151,151,151,1. Chi phí trả trước ngắn hạn,17,58.658.743.138,77.300.511.797,,17.0,58658743138.0,77300511797.0
152,152,152,2. Thuế GTGT được khấu trừ,,583.881.360.428,566.535.714.641,,,583881360428.0,566535714641.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,22,699.922.227.635,404.655.038.142,,22.0,699922227635.0,404655038142.0
