row_label_raw,row_label_full,No.,Name of Company,Place of establishment,Rate of interest,Principal activities,numeric__Name of Company,numeric__Place of establishment,numeric__Rate of interest,numeric__Principal activities
102,102,102,Dong Nai Rubber Wood Processing JSC,"Street No. 7, Long Khanh Industrial Park, Binh Loc ward, Dong Nai province",69.00%,"Production of plywood, veneer, other laminated wood and other wood products; Wood exploitation; Sawing, slicing, planing and preserving wood; Production of beds, cabinets, tables and chairs",,,69.0,
103,103,103,"C.R.C.K Aphivath Caoutchouc Co., Ltd","Don Cam Pech commune, San Dan district, Kampong Thom province, Kingdom of Cambodia",100.00%,"Planting, tending, exploiting and processing rubber latex",,,100.0,
104,104,104,Tan Binh Industrial Park JSC,"Vinh Tan ward, Ho Chi Minh City",59.64%,"Investment in construction and business of industrial park technical infrastructure; Real estate business, rental of offices, factories, warehouses and parking lots",,,59.64,
105,105,105,VRG Khai Hoan Joint Stock Company,"Cau Sat hamlet, Ben Cat ward, Ho Chi Minh City",51.04%,Production of medical gloves,,,51.04,
106,106,106,"Bolikhamxay Ha Tinh Rubber Co., Ltd","Bolikhamxay province, Lao People's Democratic Republic",100.00%,"Planting, tending, exploiting and processing rubber latex",,,100.0,
107,107,107,"Tay Ninh Siem Reap Aphivath Caoutchouc Co., Ltd","Trapeang Prasat commune, Trapeang Prasat district, Oddar Meanchey province, Kingdom of Cambodia",60.00%,"Planting, tending, exploiting and processing rubber latex",,,60.0,
108,108,108,"Best Royal (K) One Member Co., Ltd","Trapeang Prasat Commune, Trapeang Prasat District, Oddar Meanchey Province, Kingdom of Cambodia",60.00%,"Planting, tending, exploiting and processing rubber latex",,,60.0,
109,109,109,"VRG Oudomxay Co., Ltd","Oudomxay province, Lao People's Democratic Republic",100.00%,"Planting, tending, exploiting and processing rubber latex",,,100.0,
110,110,110,"VKETI Co., Ltd","Kratie province, Kingdom of Cambodia",100.00%,"Planting, tending, exploiting and processing rubber latex",,,100.0,
111,111,111,Dau Tieng – Lai Chau Rubber JSC,"Zone 2, Than Uyen commune, Lai Chau province",99.98%,Planting rubber trees; Construction of various types of houses; Exploitation of precious metal ores,,,99.98,
112,112,112,"Ea H'Leo – Binh Minh Rubber Co., Ltd","Ratanakiri province, Kingdom of Cambodia",100.00%,"Planting, tending, exploiting and processing rubber latex",,,100.0,
113,113,113,"Phuoc Hoa Dak Lak Rubber One member Co., Ltd","No. 138 Hung Vuong street, Ea Sup commune, Dak Lak province",66.62%,"Planting, tending, exploiting and processing rubber latex",,,66.62,
