row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
,,,VND,VND,,
Doanh thu sản xuất và kinh doanh mù cao su,Doanh thu sản xuất và kinh doanh mù cao su,Doanh thu sản xuất và kinh doanh mù cao su,23.464.814.133.596,20.380.976.879.748,23464814133596.0,20380976879748.0
Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,479.768.157.181,820.050.999.272,479768157181.0,820050999272.0
Doanh thu chế biến gỗ,Doanh thu chế biến gỗ,Doanh thu chế biến gỗ,2.452.837.525.320,2.087.073.224.244,2452837525320.0,2087073224244.0
"Doanh thu kinh doanh bất động sản, cơ sở hạ tầng","Doanh thu kinh doanh bất động sản, cơ sở hạ tầng","Doanh thu kinh doanh bất động sản, cơ sở hạ tầng",1.152.800.840.987,741.714.023.713,1152800840987.0,741714023713.0
Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng Khu Công nghiệp,Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng Khu Công nghiệp,Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng Khu Công nghiệp,55.084.543.378,44.909.631.009,55084543378.0,44909631009.0
"Doanh thu dịch vụ kinh doanh điện, nước","Doanh thu dịch vụ kinh doanh điện, nước","Doanh thu dịch vụ kinh doanh điện, nước",108.241.608.818,78.176.443.181,108241608818.0,78176443181.0
"Doanh thu dịch vụ du lịch, nhà hàng, khách sạn","Doanh thu dịch vụ du lịch, nhà hàng, khách sạn","Doanh thu dịch vụ du lịch, nhà hàng, khách sạn",500.000.000,500.000.000,500000000.0,500000000.0
Doanh thu từ kinh doanh điện năng,Doanh thu từ kinh doanh điện năng,Doanh thu từ kinh doanh điện năng,602.493.249.364,552.247.204.380,602493249364.0,552247204380.0
Doanh thu bán hàng và cung cấp dịch vụ khác,Doanh thu bán hàng và cung cấp dịch vụ khác,Doanh thu bán hàng và cung cấp dịch vụ khác,783.103.379.809,1.561.368.327.349,783103379809.0,1561368327349.0
,,,29.099.643.438.453,26.267.016.732.896,29099643438453.0,26267016732896.0
"Trong đó: Doanh thu bán hàng, cung cấp dịch vụ cho các bên liên quan(Xem thông tin chỉ tiết tại Thuyết minh số 50)","Trong đó: Doanh thu bán hàng, cung cấp dịch vụ cho các bên liên quan(Xem thông tin chỉ tiết tại Thuyết minh số 50)","Trong đó: Doanh thu bán hàng, cung cấp dịch vụ cho các bên liên quan(Xem thông tin chỉ tiết tại Thuyết minh số 50)",108.035.211.768,126.532.059.377,108035211768.0,126532059377.0
