row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,31/12/2025_2,01/01/2025,01/01/2025_1,01/01/2025_2,numeric__31/12/2025,numeric__31/12/2025_1,numeric__31/12/2025_2,numeric__01/01/2025,numeric__01/01/2025_1,numeric__01/01/2025_2
,,,Original costVND,ProvisionVND,Recoverable valueVND,Original costVND,ProvisionVND,Recoverable valueVND,,,,,,
Total value of receivables that are overdue or not due but difficult to be recovered,Total value of receivables that are overdue or not due but difficult to be recovered,Total value of receivables that are overdue or not due but difficult to be recovered,Total value of receivables that are overdue or not due but difficult to be recovered,Total value of receivables that are overdue or not due but difficult to be recovered,Total value of receivables that are overdue or not due but difficult to be recovered,Total value of receivables that are overdue or not due but difficult to be recovered,Total value of receivables that are overdue or not due but difficult to be recovered,Total value of receivables that are overdue or not due but difficult to be recovered,,,,,,
"- Lending receivables at Vietnam Rubber Finance One member Co., Ltd (""RFC"") after merger (1)","- Lending receivables at Vietnam Rubber Finance One member Co., Ltd (""RFC"") after merger (1)","- Lending receivables at Vietnam Rubber Finance One member Co., Ltd (""RFC"") after merger (1)","652,357,336,215","(326,020,631,435)","326,336,704,780","670,907,391,936","(329,872,073,156)","341,035,318,780",,,,,,
"- Lending receivables under Repo share at Vietnam Rubber Finance One member Co., Ltd after merger (2)","- Lending receivables under Repo share at Vietnam Rubber Finance One member Co., Ltd after merger (2)","- Lending receivables under Repo share at Vietnam Rubber Finance One member Co., Ltd after merger (2)","51,616,359,215","(42,736,059,215)","8,880,300,000","51,676,359,215","(45,579,059,215)","6,097,300,000",,,,,,
- V.R.G Sa Do Rubber Thread JSC,- V.R.G Sa Do Rubber Thread JSC,- V.R.G Sa Do Rubber Thread JSC,"53,984,633,144","(53,984,633,144)",-,"53,984,633,144","(53,984,633,144)",-,,,,,,
- Delta Securities JSC,- Delta Securities JSC,- Delta Securities JSC,"29,168,884,709","(29,168,884,709)",-,"29,168,884,709","(29,168,884,709)",-,,,,,,
- Mr. Pham Duy Khuong,- Mr. Pham Duy Khuong,- Mr. Pham Duy Khuong,-,-,-,"28,471,341,389","(28,471,341,389)",-,,,,,,
"- Shin Foong Specialty and Applied Materials Co., Ltd","- Shin Foong Specialty and Applied Materials Co., Ltd","- Shin Foong Specialty and Applied Materials Co., Ltd","26,013,968,790","(600,000,000)","25,413,968,790",-,-,-,,,,,,
- Ecological Tourism Villa Village in District 9,- Ecological Tourism Villa Village in District 9,- Ecological Tourism Villa Village in District 9,"11,250,000,000","(11,250,000,000)",-,"11,250,000,000","(11,250,000,000)",-,,,,,,
- Rubber Construction Investment JSC,- Rubber Construction Investment JSC,- Rubber Construction Investment JSC,"13,652,000,000","(13,652,000,000)",-,"14,252,000,000","(14,252,000,000)",-,,,,,,
- Dong Thap Seafood Processing Export JSC,- Dong Thap Seafood Processing Export JSC,- Dong Thap Seafood Processing Export JSC,"8,956,471,270","(8,956,471,270)",-,"8,956,471,270","(8,956,471,270)",-,,,,,,
"- Huu Nghi Manufacturing, Trading and Service Co., Ltd","- Huu Nghi Manufacturing, Trading and Service Co., Ltd","- Huu Nghi Manufacturing, Trading and Service Co., Ltd","7,843,792,484","(7,843,792,484)",-,"7,843,792,484","(7,843,792,484)",-,,,,,,
- Prime Paper Group JSC,- Prime Paper Group JSC,- Prime Paper Group JSC,"5,566,565,134","(5,442,522,362)","124,042,772","7,501,619,387","(7,340,027,956)","161,591,431",,,,,,
