row_label_raw,row_label_full,col_0,31/12/2025 > Giá gốc,31/12/2025 > Dự phòng,31/12/2025 > Giá trị có thể thu hồi,01/01/2025 > Giá gốc,01/01/2025 > Dự phòng,01/01/2025 > Giá trị có thể thu hồi,numeric__31/12/2025 > Giá gốc,numeric__31/12/2025 > Dự phòng,numeric__31/12/2025 > Giá trị có thể thu hồi,numeric__01/01/2025 > Giá gốc,numeric__01/01/2025 > Dự phòng,numeric__01/01/2025 > Giá trị có thể thu hồi
,,,VND,VND,VND,VND,VND,VND,,,,,,
Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi,,,,,,
- Công ty Cổ phần VLXD Xây lắp Bộ thương mại,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > - Công ty Cổ phần VLXD Xây lắp Bộ thương mại,- Công ty Cổ phần VLXD Xây lắp Bộ thương mại,5.007.361.732,(5.007.361.732),-,5.007.361.732,(5.007.361.732),-,5007361732.0,-5007361732.0,,5007361732.0,-5007361732.0,
- Công ty TNHH MTV Thương mại Vận tải Duy Anh,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > - Công ty TNHH MTV Thương mại Vận tải Duy Anh,- Công ty TNHH MTV Thương mại Vận tải Duy Anh,-,-,-,5.536.301.264,(5.536.301.264),-,,,,5536301264.0,-5536301264.0,
- Công ty Cổ phần Kết nối Tân Trung Thành,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > - Công ty Cổ phần Kết nối Tân Trung Thành,- Công ty Cổ phần Kết nối Tân Trung Thành,4.262.586.793,(4.262.586.793),-,4.262.586.793,(4.262.586.793),-,4262586793.0,-4262586793.0,,4262586793.0,-4262586793.0,
- Công ty Cổ phần Sản xuất - Xuất nhập khẩu Lâm sản và hàng tiểu thủ Công nghiệp (UPEXIM),Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > - Công ty Cổ phần Sản xuất - Xuất nhập khẩu Lâm sản và hàng tiểu thủ Công nghiệp (UPEXIM),- Công ty Cổ phần Sản xuất - Xuất nhập khẩu Lâm sản và hàng tiểu thủ Công nghiệp (UPEXIM),3.870.681.600,(3.870.681.600),-,3.870.681.600,(3.870.681.600),-,3870681600.0,-3870681600.0,,3870681600.0,-3870681600.0,
- Ông Đỗ Minh Tiến,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > - Ông Đỗ Minh Tiến,- Ông Đỗ Minh Tiến,4.022.919.322,(3.400.112.822),622.806.500,4.380.245.322,(3.757.438.822),622.806.500,4022919322.0,-3400112822.0,622806500.0,4380245322.0,-3757438822.0,622806500.0
- Romi Spot,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > - Romi Spot,- Romi Spot,5.102.350.426,(5.102.350.426),-,5.102.350.426,(5.102.350.426),-,5102350426.0,-5102350426.0,,5102350426.0,-5102350426.0,
- Các đối tượng công nợ khác,Tổng giá trị các khoản phải thu quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > - Các đối tượng công nợ khác,- Các đối tượng công nợ khác,308.634.345.412,(273.562.766.001),35.071.579.411,192.357.882.302,(188.989.086.890),3.368.795.412,308634345412.0,-273562766001.0,35071579411.0,192357882302.0,-188989086890.0,3368795412.0
,,,1.191.310.256.246,(794.860.853.993),396.449.402.253,1.104.529.902.973,(753.244.090.850),351.285.812.123,1191310256246.0,-794860853993.0,396449402253.0,1104529902973.0,-753244090850.0,351285812123.0
