row_label_raw,row_label_full,col_0,col_1,31/12/2025,01/01/2025,numeric__col_1,numeric__31/12/2025,numeric__01/01/2025
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),- Chi phí công cụ dụng cụ,24.116.154.611,34.465.059.657,,24116154611.0,34465059657.0
a),a) > a),a),- Chi phí sửa chữa,1.854.569.330,3.755.609.718,,1854569330.0,3755609718.0
a),a) > a),a),"- Trả trước tiền thuê đất, thuê văn phòng",87.501.535,-,,87501535.0,
a),a) > a),a),- Chi phí trả trước ngắn hạn khác,32.600.517.662,39.079.842.422,,32600517662.0,39079842422.0
a),a) > a),a),,58.658.743.138,77.300.511.797,,58658743138.0,77300511797.0
b),b),b),Dài hạn,,,,,
b),b) > b),b),- Chi phí công cụ dụng cụ,237.490.353.638,188.209.976.040,,237490353638.0,188209976040.0
b),b) > b),b),- Chi phí sửa chữa,198.771.738.647,152.110.716.894,,198771738647.0,152110716894.0
b),b) > b),b),- Chi phí đề tài nguồn quỹ KHCN,105.271.106,816.509.906,,105271106.0,816509906.0
b),b) > b),b),- Trả trước tiền thuê đất,5.015.705.042.447,5.403.354.442.992,,5015705042447.0,5403354442992.0
b),b) > b),b),- Chi phí hoa hồng môi giới,46.663.551.532,47.949.022.031,,46663551532.0,47949022031.0
b),b) > b),b),- Chi phí trả trước dài hạn khác,372.676.050.691,412.021.853.257,,372676050691.0,412021853257.0
,,,,5.871.412.008.061,6.204.462.521.120,,5871412008061.0,6204462521120.0
