row_label_raw,row_label_full,STT,Tên Công ty,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Hoạt động kinh doanh chính,numeric__Tên Công ty,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Hoạt động kinh doanh chính
102,102,102,Công ty Cổ phần Chế biến Gỗ Cao su Đồng Nai,"Đường số 7, Khu Công nghiệp Long Khánh, phường Bình Lộc, tỉnh Đồng Nai","69,00%","Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác; Khai thác gỗ; Cưa, xẻ, bào gỗ và bảo quản gỗ; Sản xuất giường, tủ, bàn, ghế",,,0.69,
103,103,103,Công ty TNHH Phát triển Cao su C.R.C.K,"Xã Don Cam Pech, huyện San Dan, Tỉnh Kampong Thom, Vương quốc Campuchia","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,
104,104,104,Công ty Cổ phần Khu Công nghiệp Tân Bình,"Phường Vĩnh Tân, thành phố Hồ Chí Minh","59,64%","Đầu tư xây dựng và kinh doanh kết cấu hạ tầng kỹ thuật khu công nghiệp; Kinh doanh nhà ở, cho thuê văn phòng, nhà xưởng, nhà kho, bến bãi",,,0.5964,
105,105,105,Công ty Cổ phần VRG Khải Hoàn,"Áp Cầu Sắt, phường Bến Cát, thành phố Hồ Chí Minh","51,04%",Sản xuất găng tay y tế các loại,,,0.5104,
106,106,106,Công ty TNHH Cao su Bolikhamxay Hà Tĩnh,"Tỉnh Bolikhamxay, Nước Cộng hòa Dân chủ Nhân dân Lào","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,
107,107,107,Công ty TNHH Phát triển Cao su Tây Ninh Siêm Riệp,"Xã Trapeang Prasat, huyện Trapeang Prasat, tỉnh Oddar Mean Cheay, Vương quốc Campuchia","60,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.6,
108,108,108,Công ty TNHH MTV Best Royal (K),"Xã Trapeang Prasat, huyện Trapeang Prasat, tỉnh Oddar Mean Cheay, Vương quốc Campuchia","60,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.6,
109,109,109,Công ty TNHH MTV VRG Oudomxay,"Tỉnh Oudomxay, Nước Cộng hòa Dân chủ Nhân dân Lào","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,
110,110,110,Công ty TNHH VKETI,"Tỉnh Kratie, Vương quốc Campuchia","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,
111,111,111,Công ty Cổ phần Cao su Dầu Tiếng Lai Châu,"Khu 2, xã Than Uyên, tỉnh Lai Châu","99,98%",Trồng cây cao su; Xây dựng nhà các loại; Khai thác quặng kim loại quý hiểm,,,0.9998,
112,112,112,Công ty TNHH Cao su Ea H'Leo BM,"Tỉnh Ratanakiri, Vương quốc Campuchia","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,
113,113,113,Công ty TNHH MTV Cao su Phước Hòa Đắk Lắk,"138 Hùng Vương, xã Ea Súp, tỉnh Đắk Lắk","66,62%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.6662,
