row_label_raw,row_label_full,STT,Tên Công ty,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Hoạt động kinh doanh chính,numeric__Tên Công ty,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Hoạt động kinh doanh chính
28,28,28,Công ty Cổ phần Công nghiệp và Xuất nhập khẩu Cao su,"64 Trương Định, phường Xuân Hòa, thành phố Hồ Chí Minh","83,50%","Công nghiệp chế biến sản phẩm từ cây cao su. Gia công, sản xuất, mua bán giày thế thao xuất khẩu. Mua bán cao su và sản phẩm cao su",,,0.835,
29,29,29,Công ty TNHH MTV Thương mại Địa ốc Hồng Phúc,"50 - 52 Võ Văn Tần, phường Xuân Hòa, thành phố Hồ Chí Minh","83,50%",Sản xuất và mua bán sản phẩm cao su; Sản phẩm cao su kỹ thuật,,,0.835,
30,30,30,Công ty TNHH MTV Chế biến Gỗ Đông Hòa,"502A Lý Thường Kiệt, khu phố Thống Nhất 1, phường Di An, thành phố Hồ Chí Minh","83,50%","Cưa, xẻ, bảo gỗ và bảo quản gỗ. Chi tiết: Chế biến cây cao su và cây rừng trồng khác",,,0.835,
31,31,31,Công ty Cổ phần Thế thao Ngôi sao Geru,"1/1 Tân Kỳ Tân Quý, phường Tây Thạnh, thành phố Hồ Chí Minh","83,08%",Chuyên sản xuất và kinh doanh các sản phẩm dụng cụ thể thao; Mua bán cao su; Nhập khẩu các loại vật tư nguyên liệu phục vụ cho sản xuất dụng cụ thể thao.,,,0.8308,
32,32,32,Công ty Cổ phần Gỗ MDF VRG Quảng Trị,"KCN Nam Đông Hà, phường Nam Đông Hà, tỉnh Quảng Trị","97,31%","Sản xuất và kinh doanh xuất nhập khẩu gỗ ván nhân tạo MDF, Okal; Trồng, mua bán và khai thác nguyên liệu để sản xuất gỗ MDF, giấy và cây công nghiệp khác",,,0.9731000000000001,
33,33,33,Công ty Cổ phần Cao su Phước Hòa,"Áp 2A, xã Phước Hòa, thành phố Hồ Chí Minh","66,62%",Trồng cây cao su; Khai thác và chế biến mũ cao su; Thu mua mũ nguyên liệu; Bán lẻ xăng đầu; Mua bán và chế biến gỗ cao su,,,0.6662,
34,34,34,Công ty Cổ phần Cao su Việt Lào,"207 Nguyễn Văn Trỗi, phường Phú Nhuận, thành phố Hồ Chí Minh","89,29%",Mua bán nguyên liệu cao su (không hoạt động tại trụ sở),,,0.8929,
35,35,35,Công ty TNHH Cao su Việt Lào,"Km6, Bản Huội Nhăng Khăm, thành phố Pakse, tỉnh Champasak, Lào","89,29%","Khai hoang, trồng rừng, chăm sóc, khai thác và chế biến mũ cao su",,,0.8929,
36,36,36,Công ty Cổ phần Cao su Hòa Bình,"Áp 7, xã Hòa Hội, thành phố Hồ Chí Minh","55,06%","Trồng, chăm sóc, khai thác, sơ chế cao su thiên nhiên",,,0.5506,
37,37,37,Công ty Cổ phần Cao su Hàng Gòn,"Phường Hàng Gòn, tỉnh Đồng Nai","50,00%","Thu mua, sản xuất sơ chế mũ cao su; Bán buôn các sản phẩm sơ chế mũ cao su thiên nhiên; Kinh doanh vật tư hoá chất sản xuất cao su",,,0.5,
