row_label_raw,row_label_full,Code,CAPITAL,Note,31/12/2025,01/01/2025,numeric__CAPITAL,numeric__Note,numeric__31/12/2025,numeric__01/01/2025
Code,Code,Code,CAPITAL,Note,VND,VND,,,,
300,300,300,C. LIABILITIES,,"24,080,878,789,838","24,986,520,299,896",,,,
310,310,310,I. Current liabilities,,"10,940,794,561,573","11,594,062,718,132",,,,
311,310 > 311,311,1. Short-term trade payables,20,"977,560,282,259","990,003,522,683",,20.0,,
312,310 > 312,312,2. Short-term prepayments from customers,21,"1,210,965,510,966","618,985,484,125",,21.0,,
313,310 > 313,313,3. Taxes and other payables to State budget,22,"704,131,986,762","743,202,155,064",,22.0,,
314,314,314,4. Payables to employees,,"2,536,461,010,706","1,952,983,457,523",,,,
315,314 > 315,315,5. Short-term accrued expenses,23,"399,203,909,115","443,960,994,408",,23.0,,
318,314 > 318,318,6. Short-term unearned revenue,25,"607,468,819,494","382,656,247,271",,25.0,,
319,314 > 319,319,7. Other short-term payables,24,"1,727,143,380,611","1,108,432,716,478",,24.0,,
320,314 > 320,320,8. Short-term borrowings and finance lease liabilities,19,"1,446,793,217,535","4,074,933,861,713",,19.0,,
321,314 > 321,321,9. Provisions for short-term payables,26,"39,643,876,712","23,055,160",,26.0,,
322,322,322,10. Bonus and welfare funds,,"1,291,422,567,413","1,278,881,223,707",,,,
330,330,330,II. Non-current liabilities,,"13,140,084,228,265","13,392,457,581,764",,,,
332,330 > 332,332,1. Long-term prepayments from customers,21,"78,781,761,067","78,723,068,619",,21.0,,
333,330 > 333,333,2. Long-term accrued expenses,23,"253,654,412,736","438,988,933,162",,23.0,,
336,330 > 336,336,3. Long-term unearned revenue,25,"9,775,066,346,651","9,095,394,159,991",,25.0,,
337,330 > 337,337,4. Other long-term payables,24,"172,420,876,535","173,372,363,096",,24.0,,
338,330 > 338,338,5. Long-term borrowings and finance lease liabilities,19,"1,526,123,400,920","2,963,853,299,554",,19.0,,
341,341,341,6. Deferred income tax liabilities,43b,"4,291,419,969","4,291,419,969",,,,
343,343,343,7. Science and technology development fund,,"1,329,746,010,387","637,834,337,373",,,,
