row_label_raw,row_label_full,Code,ITEMS,Note,Year 2025,Year 2024,numeric__ITEMS,numeric__Note,numeric__Year 2025,numeric__Year 2024
Code,Code,Code,ITEMS,Note,VND,VND,,,,
,,,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,,,,
31,31,31,1. Proceeds from issuance of shares and receipt of contributed capital,,"62,343,873,206",-,,,,
32,32,32,2. Repayment of capital contributions and repurchase of stock issued,,-,-,,,,
33,33,33,3. Proceeds from borrowings,,"3,945,720,539,873","6,577,822,955,117",,,,
34,34,34,4. Repayment of principal,,"(8,024,442,882,044)","(6,118,940,467,694)",,,,
35,35,35,5. Repayment of financial principal,,"(407,633,808)",-,,,,
36,36,36,6. Dividends or profits paid to owners,,"(2,067,404,555,639)","(87,895,463,843)",,,,
40,40,40,Net cash flow from financing activities,,"(6,084,190,658,412)","370,987,023,580",,,,
50,50,50,Net cash flows in the year,,"2,278,968,550,866","187,670,432,686",,,,
60,60,60,Cash and cash equivalents at the beginning of the year,,"5,778,855,663,194","5,564,089,010,514",,,,
61,61,61,Effect of exchange rate fluctuations,,"179,609,152,771","27,096,219,994",,,,
70,61 > 70,70,Cash and cash equivalents at the end of the year,03,"8,237,433,366,831","5,778,855,663,194",,3.0,,
