row_label_raw,row_label_full,Tình trạng hồ sơ,Số hồ sơ,Nợ gốc,Nợ lãi,numeric__Số hồ sơ,numeric__Nợ gốc,numeric__Nợ lãi
,,,,VND,VND,,,
"Hồ sơ đã khởi kiện, chuyển Tòa án","Hồ sơ đã khởi kiện, chuyển Tòa án","Hồ sơ đã khởi kiện, chuyển Tòa án",26,382.054.156.261,935.827.176.418,26.0,382054156261.0,935827176418.0
- Hồ sơ tin dụng Tòa án đang thu lý chưa có bản án,- Hồ sơ tin dụng Tòa án đang thu lý chưa có bản án,- Hồ sơ tin dụng Tòa án đang thu lý chưa có bản án,20,334.979.385.478,878.502.568.189,20.0,334979385478.0,878502568189.0
- Hồ sơ tin dụng Tòa án đang thu lý có bản án,- Hồ sơ tin dụng Tòa án đang thu lý có bản án,- Hồ sơ tin dụng Tòa án đang thu lý có bản án,2,12.142.850.582,51.793.345.199,2.0,12142850582.0,51793345199.0
- Hồ sơ tin dụng Tòa án đã dính chí khởi kiện do hết hiệu lực - khởi kiện quyền đổi nợ,- Hồ sơ tin dụng Tòa án đã dính chí khởi kiện do hết hiệu lực - khởi kiện quyền đổi nợ,- Hồ sơ tin dụng Tòa án đã dính chí khởi kiện do hết hiệu lực - khởi kiện quyền đổi nợ,4,34.931.920.201,5.531.263.030,4.0,34931920201.0,5531263030.0
Hồ sơ tại cơ quan thi hành án,Hồ sơ tại cơ quan thi hành án,Hồ sơ tại cơ quan thi hành án,147,321.779.539.169,1.249.419.105.581,147.0,321779539169.0,1249419105581.0
- Hồ sơ đang thi hành án có Tài sản thể chấp (được thi hành án và bị thi hành án),- Hồ sơ đang thi hành án có Tài sản thể chấp (được thi hành án và bị thi hành án),- Hồ sơ đang thi hành án có Tài sản thể chấp (được thi hành án và bị thi hành án),8,40.890.764.794,123.639.744.550,8.0,40890764794.0,123639744550.0
- Hồ sơ đang thi hành án có tài sản thể chấp (được thi hành án),- Hồ sơ đang thi hành án có tài sản thể chấp (được thi hành án),- Hồ sơ đang thi hành án có tài sản thể chấp (được thi hành án),38,269.840.104.055,745.269.265.704,38.0,269840104055.0,745269265704.0
- Hồ sơ thi hành án không có tài sản thể chấp,- Hồ sơ thi hành án không có tài sản thể chấp,- Hồ sơ thi hành án không có tài sản thể chấp,101,11.048.670.320,380.510.095.327,101.0,11048670320.0,380510095327.0
Hồ sơ chưa khởi kiện,Hồ sơ chưa khởi kiện,Hồ sơ chưa khởi kiện,1,140.000.000,73.413.387,1.0,140000000.0,73413387.0
,,,174,703.973.695.430,2.185.319.695.386,174.0,703973695430.0,2185319695386.0
