row_label_raw,row_label_full,col_0,Year 2025,Year 2024,numeric__Year 2025,numeric__Year 2024
,,,VND,VND,,
Owner's contributed capital,Owner's contributed capital,Owner's contributed capital,Owner's contributed capital,Owner's contributed capital,,
- At the beginning of the year,- At the beginning of the year,- At the beginning of the year,"40,000,000,000,000","40,000,000,000,000",,
- At the end of the year,- At the end of the year,- At the end of the year,"40,000,000,000,000","40,000,000,000,000",,
Distributed dividends and profit,Distributed dividends and profit,Distributed dividends and profit,Distributed dividends and profit,Distributed dividends and profit,,
"- Dividend, profit payable at the beginning of the year","- Dividend, profit payable at the beginning of the year","- Dividend, profit payable at the beginning of the year","65,161,812,933","91,504,600,287",,
"- Dividend, profit payable in the year","- Dividend, profit payable in the year","- Dividend, profit payable in the year","2,036,401,912,131","1,590,093,858,941",,
"+ Dividend, profit payable from last year's profit (1)","+ Dividend, profit payable from last year's profit (1)","+ Dividend, profit payable from last year's profit (1)","2,026,141,912,131","1,572,722,892,326",,
+ Estimated dividend payment from this year's profit,+ Estimated dividend payment from this year's profit,+ Estimated dividend payment from this year's profit,"10,260,000,000","17,370,966,615",,
"- Dividend, profit paid in cash","- Dividend, profit paid in cash","- Dividend, profit paid in cash","2,067,404,555,639","1,617,600,714,174",,
"+ Dividend, profit payable from previous year's profit (1)","+ Dividend, profit payable from previous year's profit (1)","+ Dividend, profit payable from previous year's profit (1)","2,067,404,555,639","1,617,600,714,174",,
"- Dividend, profit payable at the end of the period","- Dividend, profit payable at the end of the period","- Dividend, profit payable at the end of the period","34,159,169,425","63,997,745,054",,
,,,Năm 2025,Năm 2024,,
,,,VND,VND,,
(1) In which:,(1) In which:,(1) In which:,(1) In which:,(1) In which:,,
- Dividends payable to the State capital portion from prior-year profits,- Dividends payable to the State capital portion from prior-year profits,- Dividends payable to the State capital portion from prior-year profits,"1,548,337,127,600","1,161,252,845,700",,
- Dividends paid to the State capital portion from prior-year profits,- Dividends paid to the State capital portion from prior-year profits,- Dividends paid to the State capital portion from prior-year profits,"1,548,337,127,600","1,161,252,845,700",,
