row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,01/01/2025,01/01/2025_1,numeric__31/12/2025,numeric__31/12/2025_1,numeric__01/01/2025,numeric__01/01/2025_1
,,,Original cost,Provision,Original cost,Provision,,,,
,,,VND,VND,VND,VND,,,,
- Goods in transit,- Goods in transit,- Goods in transit,"82,107,892,068",-,"14,146,720,590",-,,,,
- Raw materials,- Raw materials,- Raw materials,"539,127,341,649","(2,540,206,285)","355,518,608,981","(1,927,109,766)",,,,
"- Tools, supplies","- Tools, supplies","- Tools, supplies","228,767,841,804","(532,782,992)","211,777,876,342","(56,488,460)",,,,
- Work in progress,- Work in progress,- Work in progress,"950,568,903,064",-,"858,255,763,728",-,,,,
- Finished goods,- Finished goods,- Finished goods,"4,842,182,749,205","(21,728,129,275)","2,851,150,743,593","(16,988,744,455)",,,,
- Goods,- Goods,- Goods,"14,578,077,856","(3,853,339,171)","48,713,912,666","(3,406,454,206)",,,,
- Goods on consignment,- Goods on consignment,- Goods on consignment,"39,310,556,122","(40,809,914)","20,614,905,681","(34,865,443)",,,,
- Real estate inventories,- Real estate inventories,- Real estate inventories,-,-,"13,745,601,075",-,,,,
,,,"6,696,643,361,768","(28,695,267,637)","4,373,924,132,656","(22,413,662,330)",,,,
