row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,31/12/2025_2,01/01/2025,01/01/2025_1,01/01/2025_2,numeric__31/12/2025,numeric__31/12/2025_1,numeric__31/12/2025_2,numeric__01/01/2025,numeric__01/01/2025_1,numeric__01/01/2025_2
,,,Original cost,Fair value,Provision,Original cost,Fair value,Provision,,,,,,
,,,VND,VND,VND,VND,VND,VND,,,,,,
- Sai Gon VRG Investment Corporation (Stock code: SIP) (1),- Sai Gon VRG Investment Corporation (Stock code: SIP) (1),- Sai Gon VRG Investment Corporation (Stock code: SIP) (1),"91,001,763,420","1,165,751,287,200",-,"91,001,763,420","1,573,902,449,100",-,,,,,,
- Viet Lao Power JSC,- Viet Lao Power JSC,- Viet Lao Power JSC,"79,567,924,335",,-,"79,567,924,335",,-,,,,,,
- Vinh Son Investment JSC,- Vinh Son Investment JSC,- Vinh Son Investment JSC,,,,"51,808,000,000",,"(6,482,007,482)",,,,,,
- EVN International JSC (Stock code: EIC) (1),- EVN International JSC (Stock code: EIC) (1),- EVN International JSC (Stock code: EIC) (1),"44,118,073,392","113,616,000,000",-,"44,118,073,392","94,176,000,000",-,,,,,,
- DT.741 Street BOT Trading JSC,- DT.741 Street BOT Trading JSC,- DT.741 Street BOT Trading JSC,"26,350,000,000",,-,-,,-,,,,,,
- Hydraulic Construction Coporation No. 4 JSC (Stock code: TL4) (1),- Hydraulic Construction Coporation No. 4 JSC (Stock code: TL4) (1),- Hydraulic Construction Coporation No. 4 JSC (Stock code: TL4) (1),"24,418,782,000","31,744,416,600",-,"24,418,782,000","18,837,733,714","(5,581,048,286)",,,,,,
- Highway 13-An Loc-Hoa Lu BOT Coporation,- Highway 13-An Loc-Hoa Lu BOT Coporation,- Highway 13-An Loc-Hoa Lu BOT Coporation,"23,082,813,181",,"(23,082,813,181)","23,082,813,181",,"(23,082,813,181)",,,,,,
- Saigon Dongha Tourist JSC,- Saigon Dongha Tourist JSC,- Saigon Dongha Tourist JSC,"13,877,341,956",,"(12,165,866,913)","13,877,341,956",,"(11,504,134,130)",,,,,,
- Phu Viet Tin JSC,- Phu Viet Tin JSC,- Phu Viet Tin JSC,"12,500,000,000",,-,"12,500,000,000",,-,,,,,,
- Thanh Hoa Sugar - Cane JSC,- Thanh Hoa Sugar - Cane JSC,- Thanh Hoa Sugar - Cane JSC,"4,897,408,624",,-,"4,897,408,624",,-,,,,,,
- Vung Tau Intourco Resort JSC,- Vung Tau Intourco Resort JSC,- Vung Tau Intourco Resort JSC,"3,850,000,000",,"(465,143,603)","3,850,000,000",,"(215,512,850)",,,,,,
- Tuan Loc Quang Tri JSC,- Tuan Loc Quang Tri JSC,- Tuan Loc Quang Tri JSC,"3,000,000,000",,-,"3,000,000,000",,-,,,,,,
- Rubber Investment Construction and Import - Export JSC,- Rubber Investment Construction and Import - Export JSC,- Rubber Investment Construction and Import - Export JSC,"1,500,000,000",,"(1,500,000,000)","1,500,000,000",,"(1,418,084,760)",,,,,,
- MB Real Estate JSC,- MB Real Estate JSC,- MB Real Estate JSC,"600,000,000",,-,"600,000,000",,-,,,,,,
- Rubber Real Estate - Export Wood Processing JSC,- Rubber Real Estate - Export Wood Processing JSC,- Rubber Real Estate - Export Wood Processing JSC,"303,998,714",,"(303,998,714)","303,998,714",,-,,,,,,
- Viet My Microbial Organic Fertilizer Trading and Production JSC,- Viet My Microbial Organic Fertilizer Trading and Production JSC,- Viet My Microbial Organic Fertilizer Trading and Production JSC,-,,-,"4,176,773,239",,"(531,933,901)",,,,,,
,,,"329,068,105,622","1,311,111,703,800","(37,517,822,411)","358,702,878,861","1,686,916,182,814","(48,815,534,590)",,,,,,
