row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,31/12/2025_2,01/01/2025,01/01/2025_1,01/01/2025_2,numeric__31/12/2025,numeric__31/12/2025_1,numeric__31/12/2025_2,numeric__01/01/2025,numeric__01/01/2025_1,numeric__01/01/2025_2
,,,Rate of interest,Rate of voting rights,Book value under the equity method,Rate of interest,Rate of voting rights,Book value under the equity method,,,,,,
,,,,,VND,,,VND,,,,,,
- Thong Nhat JSC,- Thong Nhat JSC,- Thong Nhat JSC,36.07%,36.07%,"86,200,905,273",36.07%,36.07%,"75,905,177,622",36.07,36.07,,36.07,36.07,
- Joint Venture Company (Visorutex),- Joint Venture Company (Visorutex),- Joint Venture Company (Visorutex),27.57%,27.57%,"2,616,215,833",27.57%,27.57%,"3,630,774,088",27.57,27.57,,27.57,27.57,
- Binh Phuoc Infrastructure Construction Investment JSC,- Binh Phuoc Infrastructure Construction Investment JSC,- Binh Phuoc Infrastructure Construction Investment JSC,29.17%,29.17%,"66,726,794,166",29.17%,29.17%,"92,033,596,153",29.17,29.17,,29.17,29.17,
- DT.741 Street BOT Trading JSC,- DT.741 Street BOT Trading JSC,- DT.741 Street BOT Trading JSC,0.00%,0.00%,-,15.82%,19.23%,"58,498,484,643",0.0,0.0,,15.82,19.23,
- VRG Dongwha MDF Wood JSC,- VRG Dongwha MDF Wood JSC,- VRG Dongwha MDF Wood JSC,49.00%,49.00%,"665,746,657,103",49.00%,49.00%,"1,098,809,161,230",49.0,49.0,,49.0,49.0,
- VRG Long Thanh Investment and Development JSC,- VRG Long Thanh Investment and Development JSC,- VRG Long Thanh Investment and Development JSC,31.00%,31.00%,"415,288,435,513",31.00%,31.00%,"33,028,561,253",31.0,31.0,,31.0,31.0,
- Ho Chi Minh City Rubber Corporation,- Ho Chi Minh City Rubber Corporation,- Ho Chi Minh City Rubber Corporation,27.14%,27.14%,"30,684,513,921",27.14%,27.14%,"25,814,109,685",27.14,27.14,,27.14,27.14,
- Ben Thanh Rubber JSC,- Ben Thanh Rubber JSC,- Ben Thanh Rubber JSC,48.27%,48.27%,"106,277,272,107",48.27%,48.27%,"102,615,408,654",48.27,48.27,,48.27,48.27,
- Dong Nai Rubber Construction JSC,- Dong Nai Rubber Construction JSC,- Dong Nai Rubber Construction JSC,41.50%,41.50%,"11,155,495,521",41.50%,41.50%,"7,978,108,677",41.5,41.5,,41.5,41.5,
- Loc Thinh Corporation,- Loc Thinh Corporation,- Loc Thinh Corporation,32.59%,32.59%,"36,107,044,853",32.59%,32.59%,"36,165,228,867",32.59,32.59,,32.59,32.59,
- VRG SA DO Rubber Thread JSC,- VRG SA DO Rubber Thread JSC,- VRG SA DO Rubber Thread JSC,49.06%,49.06%,-,49.06%,49.06%,-,49.06,49.06,,49.06,49.06,
- Chu Pah Rubber Wood Processing JSC,- Chu Pah Rubber Wood Processing JSC,- Chu Pah Rubber Wood Processing JSC,34.32%,34.32%,"7,783,844,443",34.32%,34.32%,"7,737,099,645",34.32,34.32,,34.32,34.32,
