row_label_raw,row_label_full,col_0,Currency,Interest rate,Guarantee,Purpose,31/12/2025,31/12/2025_1,numeric__Currency,numeric__Interest rate,numeric__Guarantee,numeric__Purpose,numeric__31/12/2025,numeric__31/12/2025_1
,,,Currency,Interest rate,Guarantee,Purpose,USD/ KHR,VND,,,,,,
- Saigon - Hanoi Commercial Bank Cambodia Ltd,- Saigon - Hanoi Commercial Bank Cambodia Ltd,- Saigon - Hanoi Commercial Bank Cambodia Ltd,USD,According to each debt acknowledgment document,All deposit balances of the Company (in Riel and foreign currencies) at SHB Bank and other credit institutions; receivables from economic contracts in which the Company is the beneficiary; mortgage of land use rights and assets attached to land in the Kingdom of CambodiaAll assets formed under Mortgage Contract No. 124/2018/HDTC-PN/SHB.21000 dated 14/09/2018,"Implement the investment project for the planting, maintenance and new development of rubber tree plantations","10,082,765.84","265,343,297,431",,,,,,
- Saigon - Hanoi Commercial Bank Cambodia Ltd,- Saigon - Hanoi Commercial Bank Cambodia Ltd,- Saigon - Hanoi Commercial Bank Cambodia Ltd,KHR,According to each debt acknowledgment document,All deposit balances of the Company (in Riel and foreign currencies) at SHB Bank and other credit institutions; receivables from economic contracts in which the Company is the beneficiary; mortgage of land use rights and assets attached to land in the Kingdom of CambodiaAll assets formed under Mortgage Contract No. 124/2018/HDTC-PN/SHB.21000 dated 14/09/2018,"Implement the investment project for the planting, maintenance and new development of rubber tree plantations","4,688,456,684","30,643,284,041",,,,,,
- Sai Gon - Ha Noi Commercial Joint Stock Bank,- Sai Gon - Ha Noi Commercial Joint Stock Bank,- Sai Gon - Ha Noi Commercial Joint Stock Bank,VND,According to each debt acknowledgment document,"Mortgage of term deposit contracts, revolving inventories, land use rights and assets attached to land, assets formed in the future, receivables and other assets in accordance with the pledge and mortgage agreements and the appendices attached thereto.","Payment of reasonable and valid investment expenditures of projects at member companies, including projects for new planting, replanting and cultivation of rubber plantations.",,"78,300,662,779",,,,,,
- Shinhan Bank Vietnam Company Limited,- Shinhan Bank Vietnam Company Limited,- Shinhan Bank Vietnam Company Limited,VND,"Fixed interest rate of 7.5% per annum for the first 3 years, from the 4th year onwards, the interest rate is adjusted every 12 months","All assets attached to the land and receivables arising from the land plot under Land use rights Certificate No. R916380, registered in the Certificate book No. 318QSDD/UB, issued by the People's Committee of Binh Phuoc Province on 16/11/2020",Finance the rubber replanting investment project for the period from 2016-2020,,"35,000,000,000",,,,,,
