row_label_raw,row_label_full,col_0,31/12/2025,01/01/2025,numeric__31/12/2025,numeric__01/01/2025
,,,VND,VND,,
- Prepayments to suppliers for domestic goods,- Prepayments to suppliers for domestic goods,- Prepayments to suppliers for domestic goods,"76,661,474,857","77,551,854,816",,
- Prepayments to suppliers for imported goods,- Prepayments to suppliers for imported goods,- Prepayments to suppliers for imported goods,"562,715,409","937,215,150",,
- Prepayments to suppliers for construction and installation works,- Prepayments to suppliers for construction and installation works,- Prepayments to suppliers for construction and installation works,"49,974,937,166","57,126,212,607",,
- Prepayments to suppliers for domestic services rendered,- Prepayments to suppliers for domestic services rendered,- Prepayments to suppliers for domestic services rendered,"45,279,397,716","22,993,617,432",,
- Prepayments to suppliers for imported services and technology transfer,- Prepayments to suppliers for imported services and technology transfer,- Prepayments to suppliers for imported services and technology transfer,"159,579,744","159,579,744",,
- Others,- Others,- Others,"104,529,503,820","195,711,912,713",,
,,,"277,167,608,712","354,480,392,462",,
b) Long-term prepayments to suppliers,b) Long-term prepayments to suppliers,b) Long-term prepayments to suppliers,b) Long-term prepayments to suppliers,b) Long-term prepayments to suppliers,,
,,,31/12/2025,01/01/2025,,
,,,VND,VND,,
- Prepayments to suppliers for construction and installation works,- Prepayments to suppliers for construction and installation works,- Prepayments to suppliers for construction and installation works,"2,006,076,275","2,006,076,275",,
- Others,- Others,- Others,"851,808,697","1,043,508,697",,
,,,"2,857,884,972","3,049,584,972",,
