row_label_raw,row_label_full,col_0,Under 1 year,From 1 year to 5 years,Over 5 years,Total,numeric__Under 1 year,numeric__From 1 year to 5 years,numeric__Over 5 years,numeric__Total
,,,VND,VND,VND,VND,,,,
As at 31/12/2025,As at 31/12/2025,As at 31/12/2025,As at 31/12/2025,As at 31/12/2025,As at 31/12/2025,As at 31/12/2025,,,,
Cash and cash equivalents,Cash and cash equivalents,Cash and cash equivalents,"8,064,472,657,709",-,-,"8,064,472,657,709",,,,
"Trade receivable, other receivables","Trade receivable, other receivables","Trade receivable, other receivables","2,175,783,854,305","105,068,740,494",-,"2,280,852,594,799",,,,
Lendings,Lendings,Lendings,"14,207,199,000,856","788,127,159,214",-,"14,995,326,160,070",,,,
,,,"24,447,455,512,870","893,195,899,708",-,"25,340,651,412,578",,,,
As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,,,,
Cash and cash equivalents,Cash and cash equivalents,Cash and cash equivalents,"5,659,198,812,625",-,-,"5,659,198,812,625",,,,
"Trade receivable, other receivables","Trade receivable, other receivables","Trade receivable, other receivables","2,189,172,947,414","186,455,963,977",-,"2,375,628,911,391",,,,
Lendings,Lendings,Lendings,"13,951,777,522,456","531,557,434,627",-,"14,483,334,957,083",,,,
,,,"21,800,149,282,495","718,013,398,604",-,"22,518,162,681,099",,,,
