row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2025 > VND,01/01/2025 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2025 > VND,numeric__01/01/2025 > VND
300,300,300,C. NỘ PHẢI TRẢ,,24.080.878.789.838,24.986.520.299.896,,,24080878789838.0,24986520299896.0
310,310,310,I. Nợ ngắn hạn,,10.940.794.561.573,11.594.062.718.132,,,10940794561573.0,11594062718132.0
311,311,311,1. Phải trả người bán ngắn hạn,20,977.560.282.259,990.003.522.683,,20.0,977560282259.0,990003522683.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,21,1.210.965.510.966,618.985.484.125,,21.0,1210965510966.0,618985484125.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,22,704.131.986.762,743.202.155.064,,22.0,704131986762.0,743202155064.0
314,314,314,4. Phải trả người lao động,,2.536.461.010.706,1.952.983.457.523,,,2536461010706.0,1952983457523.0
315,315,315,5. Chi phí phải trả ngắn hạn,23,399.203.909.115,443.960.994.408,,23.0,399203909115.0,443960994408.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,25,607.468.819.494,382.656.247.271,,25.0,607468819494.0,382656247271.0
319,319,319,7. Phải trả ngắn hạn khác,24,1.727.143.380.611,1.108.432.716.478,,24.0,1727143380611.0,1108432716478.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,19,1.446.793.217.535,4.074.933.861.713,,19.0,1446793217535.0,4074933861713.0
321,321,321,9. Dự phòng phải trả ngắn hạn,26,39.643.876.712,23.055.160,,26.0,39643876712.0,23055160.0
322,322,322,10. Quỹ khen thưởng phúc lợi,,1.291.422.567.413,1.278.881.223.707,,,1291422567413.0,1278881223707.0
330,330,330,II. Nợ dài hạn,,13.140.084.228.265,13.392.457.581.764,,,13140084228265.0,13392457581764.0
332,332,332,1. Người mua trả tiền trước dài hạn,21,78.781.761.067,78.723.068.619,,21.0,78781761067.0,78723068619.0
333,333,333,2. Chi phí phải trả dài hạn,23,253.654.412.736,438.988.933.162,,23.0,253654412736.0,438988933162.0
336,336,336,3. Doanh thu chưa thực hiện dài hạn,25,9.775.066.346.651,9.095.394.159.991,,25.0,9775066346651.0,9095394159991.0
337,337,337,4. Phải trả dài hạn khác,24,172.420.876.535,173.372.363.096,,24.0,172420876535.0,173372363096.0
338,338,338,5. Vay và nợ thuê tài chính dài hạn,19,1.526.123.400.920,2.963.853.299.554,,19.0,1526123400920.0,2963853299554.0
341,341,341,6. Thuế thu nhập hoãn lại phải trả,43b,4.291.419.969,4.291.419.969,,,4291419969.0,4291419969.0
343,343,343,7. Quỹ phát triển khoa học và công nghệ,,1.329.746.010.387,637.834.337.373,,,1329746010387.0,637834337373.0
