row_label_raw,row_label_full,col_0,Under 1 year,From 1 year to 5 years,Over 5 years,Total,numeric__Under 1 year,numeric__From 1 year to 5 years,numeric__Over 5 years,numeric__Total
,,,VND,VND,VND,VND,,,,
As at 31/12/2025,As at 31/12/2025,As at 31/12/2025,As at 31/12/2025,As at 31/12/2025,As at 31/12/2025,As at 31/12/2025,,,,
Borrowings and debts,Borrowings and debts,Borrowings and debts,"1,446,793,217,535","1,526,123,400,920",-,"2,972,916,618,455",,,,
Trade payables and other payables,Trade payables and other payables,Trade payables and other payables,"2,704,703,662,870","172,420,876,535",-,"2,877,124,539,405",,,,
Accrued expenses,Accrued expenses,Accrued expenses,"399,203,909,115",-,"253,654,412,736","652,858,321,851",,,,
,,,"4,550,700,789,520","1,698,544,277,455","253,654,412,736","6,502,899,479,711",,,,
As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,,,,
Borrowings and debts,Borrowings and debts,Borrowings and debts,"4,074,933,861,713","2,963,853,299,554",-,"7,038,787,161,267",,,,
Trade payables and other payables,Trade payables and other payables,Trade payables and other payables,"2,098,436,239,161","173,372,363,096",-,"2,271,808,602,257",,,,
Accrued expenses,Accrued expenses,Accrued expenses,"443,960,994,408",-,"438,988,933,162","882,949,927,570",,,,
,,,"6,617,331,095,282","3,137,225,662,650","438,988,933,162","10,193,545,691,094",,,,
